specimen_id,bil_source,swc_url
1001422905,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1001422905/H20.03.302.11.09.01.01_1081419098_m.swc
1001425139,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1001425139/H20.03.302.11.09.01.02_1081419620_m.swc
1001483877,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1001483877/H20.03.302.11.09.01.09_1076290292_m.swc
1002962250,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1002962250/H20.03.302.11.52.01.07_1111028432_m.swc
1004840721,efb9_upright,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/1004840721/1004840721_upright.swc
1004840833,efb9_upright,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/1004840833/1004840833_upright.swc
1005083233,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1005083233/H20.03.303.11.04.01.06_1041514605_m.swc
1005097706,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1005097706/H20.03.303.11.03.01.04_1041487645_m.swc
1005116394,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1005116394/H20.03.303.11.03.01.06_1039094561_m.swc
1009830462,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1009830462/1009830462_upright.swc
1009830894,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1009830894/1009830894_upright.swc
1025606094,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1025606094/1025606094_upright.swc
1030888833,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1030888833/1030888833_upright.swc
1031689414,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1031689414/1031689414_upright.swc
1031694285,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1031694285/1031694285_upright.swc
1036182166,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1036182166/1036182166_upright.swc
1037452707,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1037452707/1037452707_upright.swc
1037461069,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1037461069/1037461069_upright.swc
1037468224,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1037468224/1037468224_upright.swc
1037948195,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1037948195/1037948195_upright.swc
1038295890,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1038295890/1038295890_upright.swc
1040865856,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1040865856/1040865856_upright.swc
1041074452,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1041074452/1041074452_upright.swc
1041081551,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1041081551/1041081551_upright.swc
1049237275,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1049237275/1049237275_upright.swc
1058193059,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1058193059/1058193059_upright.swc
1060105621,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1060105621/1060105621_upright.swc
1060169142,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1060169142/1060169142_upright.swc
1061696800,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1061696800/1061696800_upright.swc
1061720975,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1061720975/1061720975_upright.swc
1065913190,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1065913190/1065913190_upright.swc
1067599469,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1067599469/1067599469_upright.swc
1067605482,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1067605482/1067605482_upright.swc
1069242387,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1069242387/1069242387_upright.swc
1069256863,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1069256863/1069256863_upright.swc
1072170652,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1072170652/1072170652_upright.swc
1077530486,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1077530486/1077530486_upright.swc
1079568285,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1079568285/1079568285_upright.swc
1079573757,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/1079573757/1079573757_upright.swc
1089235664,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/1089235664/1089235664_upright.swc
1089235826,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/1089235826/1089235826_upright.swc
1089241805,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/1089241805/1089241805_upright.swc
1126880187,efb9_upright,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/1126880187/1126880187_upright.swc
1126880246,efb9_upright,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/1126880246/1126880246_upright.swc
548480353,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/548480353/548480353_upright.swc
569871062,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/569871062/569871062_upright.swc
596907611,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/596907611/596907611_upright.swc
643397120,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/643397120/H17.26.002.11.09.03_709331654_m.swc
650077366,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/650077366/650077366_transformed.swc
653810044,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/653810044/653810044_transformed.swc
656933853,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/656933853/H18.03.002.11.06.04_725472346_m.swc
665718254,efb9_upright,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/665718254/665718254_upright.swc
681546151,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/681546151/681546151_upright.swc
685766680,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/685766680/685766680_transformed.swc
685780246,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/685780246/685780246_transformed.swc
685790763,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/685790763/H18.03.008.11.12.05_720126137_m.swc
685806972,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/685806972/685806972_transformed.swc
685821059,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/685821059/685821059_transformed.swc
689306781,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/689306781/689306781_transformed.swc
689319155,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/689319155/689319155_transformed.swc
689331391,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/689331391/689331391_transformed.swc
689360084,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/689360084/689360084_transformed.swc
695505884,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/695505884/695505884_upright.swc
695574463,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/695574463/695574463_transformed.swc
695576844,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/695576844/H18.03.010.11.14.11_833160827_m.swc
700801541,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/700801541/700801541_transformed.swc
701071903,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/701071903/701071903_upright.swc
701072075,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/701072075/701072075_transformed.swc
701223121,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/701223121/701223121_upright.swc
707795387,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/707795387/707795387_transformed.swc
707837795,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/707837795/707837795_transformed.swc
720835661,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/720835661/720835661_transformed.swc
720841879,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/720841879/720841879_transformed.swc
720881002,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/720881002/720881002_transformed.swc
720885760,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/720885760/720885760_transformed.swc
721688585,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/721688585/721688585_transformed.swc
732058780,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/732058780/H18.03.314.11.09.01.02_805636969_m.swc
732105067,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/732105067/732105067_transformed.swc
732115399,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/732115399/H18.03.314.11.09.01.06_825580422_m.swc
732127116,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/732127116/732127116_transformed.swc
732141043,group_20230426,https://download.brainimagelibrary.org/group/20230426/swc/732141043/732141043_upright.swc
732141075,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/732141075/732141075_transformed.swc
737159000,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/737159000/737159000_transformed.swc
737549021,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/737549021/737549021_transformed.swc
737549661,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/737549661/737549661_transformed.swc
737553506,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/737553506/737553506_transformed.swc
737792547,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/737792547/737792547_transformed.swc
737989339,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/737989339/H18.06.363.11.06.02.06_1076072113_m.swc
738006528,69fe_dirlist,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/738006528/H18.06.363.11.06.02.07_1102808801_m.swc
742954760,49e6_upright,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/742954760/742954760_upright.swc
751208741,241a_transformed,https://download.brainimagelibrary.org/24/1a/241a10cde842c99b/751208741/751208741_transformed.swc
756894558,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/756894558/756894558_upright.swc
756909022,d833_upright,https://download.brainimagelibrary.org/d8/33/d833ba8bd931f23f/756909022/756909022_upright.swc
