nwb_id,path,size_mb,identifier
805734675,sub-805678822/sub-805678822_ses-805734675_icephys.nwb,59.7,de0b49c3-cfeb-4407-9c52-293a64241f3d
805772853,sub-805678822/sub-805678822_ses-805772853_icephys.nwb,77.3,9ea08c74-e53d-40d4-a455-4de55fce77dd
811984526,sub-811677083/sub-811677083_ses-811984526_icephys.nwb,28.4,c3611166-fdfd-4742-aab9-28779cc04d56
812559845,sub-811677083/sub-811677083_ses-812559845_icephys.nwb,28.4,3e5df8c0-9ed2-435e-aa8f-8e0e86474238
819074421,sub-813352040/sub-813352040_ses-819074421_icephys.nwb,19.1,2a4a987f-8eb5-41a1-a76b-ed228c6f1b06
819106777,sub-813352040/sub-813352040_ses-819106777_icephys.nwb,19.6,4856c07b-91f8-401c-8d6e-ec15f3ed5867
819116462,sub-813352040/sub-813352040_ses-819116462_icephys.nwb,23.6,9db82c80-d32f-4f45-bf66-a142b16493fd
819133336,sub-813352040/sub-813352040_ses-819133336_icephys.nwb,33.6,300528d3-2062-46fc-9107-8a6a1456f2c7
819133336,sub-813352040/sub-813352040_ses-819133336_icephys.nwb,33.6,300528d3-2062-46fc-9107-8a6a1456f2c7
819165835,sub-813352040/sub-813352040_ses-819165835_icephys.nwb,20.3,4b71b36a-67ff-4f3d-9183-a307ac2de82f
819177656,sub-813352040/sub-813352040_ses-819177656_icephys.nwb,20.4,637c1da7-f63c-491d-9bbd-9fdf9b23d9b9
819185113,sub-813352040/sub-813352040_ses-819185113_icephys.nwb,21.7,968ba0c4-9dc7-437e-94b9-3cb819a9aba8
819191225,sub-813352040/sub-813352040_ses-819191225_icephys.nwb,29.2,fabf5b20-5062-4275-bafb-48918a20b54c
819194539,sub-813352040/sub-813352040_ses-819194539_icephys.nwb,59.1,66ecb725-1ca6-456c-b881-f7ced848b88d
819197395,sub-813352040/sub-813352040_ses-819197395_icephys.nwb,20.3,e85c4a81-e207-4256-acb7-296f512a5165
819200423,sub-813352040/sub-813352040_ses-819200423_icephys.nwb,24.6,1e6facc2-79eb-4b11-b88c-1cae441d713a
819206225,sub-813352040/sub-813352040_ses-819206225_icephys.nwb,60.6,62e705dd-afc8-4aaa-8ac1-c84b1901a3ed
819209049,sub-813352040/sub-813352040_ses-819209049_icephys.nwb,20.1,4fa9bdfd-72bd-4cbe-a456-dd61344d22c9
819211268,sub-813352040/sub-813352040_ses-819211268_icephys.nwb,55.2,b98651e0-30ba-4011-a662-ee2e26e8e334
819213646,sub-813352040/sub-813352040_ses-819213646_icephys.nwb,23.0,554a33fb-f5ca-43c7-813a-30c7b9c6abb2
819218991,sub-813352040/sub-813352040_ses-819218991_icephys.nwb,29.1,e15e7b42-0683-49c2-8fa4-e178b7870103
819221250,sub-813352040/sub-813352040_ses-819221250_icephys.nwb,60.4,9314820e-2b1b-42d0-9ffc-c3b9c5202924
819223620,sub-813352040/sub-813352040_ses-819223620_icephys.nwb,60.2,289b938c-475c-4fb1-8ee3-327141742b5b
819226251,sub-813352040/sub-813352040_ses-819226251_icephys.nwb,44.0,aff47619-b9c9-437c-8fb8-7efa44caf0a6
819228933,sub-813352040/sub-813352040_ses-819228933_icephys.nwb,55.3,a217c9b3-7b67-46f3-8310-9f8d0f33b7a8
