,subclass_scANVI,subclass_conf_scANVI,supertype_scANVI,supertype_conf_scANVI
SM-GE4W8_S016_E1-50,Pvalb,1.0,Pvalb_1,0.9373237490653992
SM-GE4W8_S017_E1-50,Pvalb,1.0,Pvalb_1,0.9997594952583312
SM-GE4W8_S018_E1-50,Pvalb,1.0,Pvalb_15,0.999970316886902
SM-GE4W8_S019_E1-50,Sst,1.0,Sst_1,0.9999994039535522
SM-GE4W8_S020_E1-50,Pvalb,1.0,Pvalb_3,0.9999892711639404
SM-GE4W8_S021_E1-50,Pvalb,0.9999995231628418,Pvalb_2,0.9673800468444824
SM-GE4W8_S022_E1-50,Pvalb,0.9999960660934448,Pvalb_15,0.9703265428543092
SM-GE4W8_S023_E1-50,Sst Chodl,0.9998002648353576,Sst Chodl_2,0.8978231549263
SM-GE4W8_S024_E1-50,Sst,0.9666288495063782,Sst_23,0.9982006549835204
SM-GE4W8_S025_E1-50,Sst,0.5736315846443176,Sst_2,0.8329561948776245
SM-GE4W8_S026_E1-50,Pvalb,0.9999996423721312,Pvalb_15,1.0
SM-GE4W8_S027_E1-50,Sst,0.9999995231628418,Sst_3,0.9999988079071044
SM-GE4W8_S028_E1-50,Pvalb,0.999997615814209,Pvalb_15,1.0
SM-GE4W8_S029_E1-50,L4 IT,0.9999966621398926,L4 IT_1,0.9999997615814208
SM-GE4W8_S094_E1-50,Sst,0.9999960660934448,Sst_5,1.0
SM-GE4W8_S095_E1-50,Pvalb,0.9999998807907104,Pvalb_15,1.0
SM-GE4W8_S096_E1-50,Pvalb,0.999969720840454,Pvalb_15,0.5545737743377686
SM-GE4WC_S001_E1-50,Pvalb,0.9999854564666748,Pvalb_7,0.9678757190704346
SM-GE4WC_S002_E1-50,Sst,0.9997894167900084,Sst_23,0.9852631092071532
SM-GE4WC_S003_E1-50,Pvalb,1.0,Pvalb_15,1.0
SM-GE4WC_S004_E1-50,Pvalb,0.9999997615814208,Pvalb_6,0.999986171722412
SM-GE4WC_S005_E1-50,Pvalb,0.9999990463256836,Pvalb_2,0.9981843829154968
SM-GE4WC_S078_E1-50,L4 IT,0.9996603727340698,L4 IT_1,0.4534462988376617
SM-GE4WC_S079_E1-50,Sst,0.999728262424469,Sst_11,0.998336374759674
SM-GE4WC_S080_E1-50,Sst,0.9996718168258668,Sst_11,0.9994933605194092
SM-GE4WC_S081_E1-50,Pvalb,0.9999935626983644,Pvalb_7,0.9999278783798218
SM-GE4WC_S082_E1-50,Pvalb,1.0,Pvalb_7,0.8480554223060608
SM-GE4WC_S083_E1-50,Pvalb,0.9999384880065918,Pvalb_15,0.9999942779541016
SM-GE4WC_S084_E1-50,Pvalb,0.9999997615814208,Pvalb_1,0.9728758335113524
SM-GE4WC_S085_E1-50,Sst,0.9973280429840088,Sst_25,0.9649569392204284
SM-GE4WC_S086_E1-50,Pvalb,0.9998718500137328,Pvalb_6,0.9506343007087708
SM-GE4WC_S087_E1-50,Vip,1.0,Vip_18,0.7140422463417053
SM-GE4WL_S003_E1-50,L4 IT,0.9999974966049194,L4 IT_1,0.9915659427642822
SM-GE4WL_S004_E1-50,L2/3 IT,0.9863345623016356,L2/3 IT_1,0.9999996423721312
SM-GE4WL_S005_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999921321868896
SM-GE4WL_S006_E1-50,Lamp5,1.0,Lamp5_2,0.9997790455818176
SM-GE4WL_S007_E1-50,Sncg,0.9988371729850768,Sncg_3,0.9605776071548462
SM-GE4WL_S008_E1-50,Lamp5_Lhx6,0.8850089907646179,Lamp5_Lhx6_1,1.0
SM-GE4WL_S018_E1-50,Pvalb,1.0,Pvalb_2,0.9999990463256836
SM-GE4WL_S026_E1-50,Sst,1.0,Sst_22,0.9899296164512634
SM-GE4WL_S027_E1-50,L6 IT,0.999303102493286,L6 IT_2,0.9993718266487122
AB-S40303_S026_E1-50,L5/6 NP,0.5273006558418274,L5/6 NP_2,0.9999945163726808
AB-S40303_S027_E1-50,L5 IT,1.0,L5 IT_2,0.7833114862442017
AB-S40303_S028_E1-50,L5 IT,1.0,L5 IT_2,0.999998927116394
AB-S40303_S029_E1-50,L5 IT,1.0,L5 IT_6,0.9958407282829284
AB-S40303_S030_E1-50,L5/6 NP,0.6179510354995728,L5/6 NP_3,0.8743079304695129
AB-S40303_S031_E1-50,L4 IT,1.0,L4 IT_4,1.0
AB-S40303_S032_E1-50,Sst,1.0,Sst_13,0.9983296990394592
AB-S40303_S033_E1-50,L5 IT,0.9967278242111206,L5 IT_7,0.9447356462478638
AB-S40303_S034_E1-50,Pvalb,1.0,Pvalb_9,0.9999797344207764
AB-S40303_S039_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.9999788999557496
AB-S40303_S040_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.6206210255622864
AB-S40303_S080_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.9844688773155212
AB-S40303_S081_E1-50,Sst,0.9999974966049194,Sst_25,0.9976944327354432
AB-S40303_S082_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9880452752113342
AB-S40303_S083_E1-50,L2/3 IT,0.9999855756759644,L2/3 IT_13,0.9992644190788268
AB-S40303_S084_E1-50,L5 ET,0.9998002648353576,L5 ET_1,0.5910577774047852
AB-S40303_S085_E1-50,Pvalb,0.9999992847442628,Pvalb_15,0.9999895095825196
AB-S40303_S086_E1-50,Pvalb,1.0,Pvalb_15,0.999979853630066
AB-S40303_S215_E1-50,Vip,0.8029162287712097,Vip_11,0.5607146620750427
AB-S40303_S217_E1-50,L4 IT,0.9999936819076538,L4 IT_2,0.999997615814209
AB-S40303_S218_E1-50,L4 IT,0.864041805267334,L4 IT_2,0.9976061582565308
AB-S40303_S219_E1-50,L4 IT,0.9941613078117372,L4 IT_2,0.9999992847442628
AB-S40303_S220_E1-50,L5 IT,0.7616480588912964,L5 IT_3,1.0
AB-S40303_S221_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.9999566078186036
AB-S40303_S222_E1-50,L4 IT,0.9999996423721312,L4 IT_2,0.9999982118606568
AB-S40303_S223_E1-50,Pvalb,1.0,Pvalb_1,0.999998927116394
SM-GE91Q_S010_E1-50,L5 IT,0.9590721726417542,L5 IT_6,0.9966625571250916
SM-GE91Q_S011_E1-50,L5 IT,0.9996738433837892,L5 IT_2,0.9663370847702026
SM-GE91Q_S012_E1-50,Vip,1.0,Vip_13,0.996598184108734
SM-GE91Q_S020_E1-50,Vip,0.9766004085540771,Vip_19,0.9670617580413818
SM-GE91Q_S021_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE91Q_S022_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE91Q_S023_E1-50,L5 IT,0.6479840874671936,L5 IT_7,0.840157687664032
SM-GE91Q_S030_E1-50,Vip,0.9999984502792358,Vip_4,0.9999494552612304
SM-GE91Q_S031_E1-50,L2/3 IT,0.9999721050262452,L2/3 IT_1,1.0
SM-GE91Q_S032_E1-50,L2/3 IT,0.8029851913452148,L2/3 IT_1,0.9998886585235596
SM-GE91Q_S035_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE91Q_S036_E1-50,Lamp5,0.9999998807907104,Lamp5_5,0.5337736010551453
SM-GE91Q_S037_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE91Q_S053_E1-50,Vip,1.0,Vip_9,0.9911577105522156
SM-GE91Q_S054_E1-50,Lamp5_Lhx6,0.6543230414390564,Lamp5_Lhx6_1,1.0
SM-GE91Q_S055_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-J4O8V_S081_E1-50,Pvalb,1.0,Pvalb_15,0.9922290444374084
SM-J4O8V_S082_E1-50,L4 IT,1.0,L4 IT_2,0.9999991655349731
SM-J4O8V_S083_E1-50,Vip,1.0,Vip_9,0.9476480484008788
SM-J4O8V_S084_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.9481229782104492
SM-J4O8V_S096_E1-50,Sst Chodl,0.6645843982696533,Sst Chodl_2,0.5766631960868835
SM-J4O8V_S097_E1-50,L4 IT,1.0,L4 IT_4,0.9999998807907104
SM-J4O8V_S098_E1-50,Pvalb,0.9961434602737428,Pvalb_15,0.9909713268280028
SM-J4O8V_S099_E1-50,L2/3 IT,0.9999995231628418,L2/3 IT_1,0.9984037280082704
SM-J4O8V_S100_E1-50,L2/3 IT,1.0,L2/3 IT_13,0.999990701675415
SM-J4O8V_S147_E1-50,L4 IT,0.7847387194633484,L4 IT_2,0.9916415214538574
SM-J4O8V_S155_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999897480010986
SM-J4O8V_S156_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.9999998807907104
SM-J4O8V_S178_E1-50,Sst,0.9991647005081176,Sst_23,0.9682915806770324
SM-J83MX_S497_E1-50,L4 IT,0.9999943971633912,L4 IT_2,0.9999964237213136
SM-J83MX_S498_E1-50,L4 IT,0.9999982118606568,L4 IT_2,0.9999942779541016
SM-J83MX_S499_E1-50,Lamp5,0.9999892711639404,Lamp5_2,0.995457887649536
SM-J83MX_S500_E1-50,L4 IT,0.9999996423721312,L4 IT_2,0.999990940093994
SM-J83MX_S501_E1-50,Pvalb,0.9898220300674438,Pvalb_2,0.9737505912780762
SM-J83MX_S502_E1-50,Sst,0.9999998807907104,Sst_13,0.5458564758300781
SM-J83MX_S503_E1-50,Pvalb,0.7651564478874207,Pvalb_15,0.5255685448646545
SM-J83MX_S504_E1-50,Sst,0.9920338988304138,Sst_23,0.9995766282081604
SM-J39U7_S300_E1-50,L2/3 IT,0.9997077584266664,L2/3 IT_1,1.0
SM-J39U7_S301_E1-50,Lamp5,0.9999947547912598,Lamp5_5,0.4955773949623108
SM-J39U7_S302_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.9999839067459106
SM-J39TJ_S230_E1-50,Sncg,0.8282216191291809,Sncg_8,0.9789419174194336
SM-J39TJ_S231_E1-50,L4 IT,0.9980142116546632,L4 IT_2,0.9999986886978148
SM-J39TJ_S232_E1-50,Sst,0.9999897480010986,Sst_11,0.996640920639038
SM-J39TJ_S233_E1-50,L4 IT,0.999979853630066,L4 IT_2,0.9991135001182556
SM-J39TJ_S234_E1-50,Pax6,0.9998281002044678,Pax6_1,0.9817424416542052
SM-J39TJ_S235_E1-50,Vip,1.0,Vip_13,0.9664345979690552
AB-S40308_S224_E1-50,Sst,0.5154755711555481,Sst_11,0.8986489772796631
AB-S40308_S233_E1-50,Sncg,0.3342632353305816,Sncg_6,0.711845874786377
AB-S40308_S234_E1-50,Lamp5,0.9999767541885376,Lamp5_5,0.9996283054351808
AB-S40308_S235_E1-50,Lamp5,0.9995623230934144,Lamp5_6,0.7784485816955566
AB-S40307_S551_E1-50,L2/3 IT,1.0,L2/3 IT_13,0.9999619722366332
AB-S40307_S552_E1-50,L2/3 IT,0.9999974966049194,L2/3 IT_5,0.9999675750732422
AB-S40307_S703_E1-50,Sst,0.9244657754898072,Sst_23,0.7143464684486389
AB-S40307_S704_E1-50,L4 IT,1.0,L4 IT_1,0.9999985694885254
AB-S40307_S705_E1-50,L4 IT,1.0,L4 IT_2,0.9999946355819702
AB-S40307_S706_E1-50,Sst,1.0,Sst_19,0.9972496628761292
AB-S40307_S708_E1-50,Pvalb,0.9999927282333374,Pvalb_1,0.9828432202339172
AB-S40307_S719_E1-50,L4 IT,0.9947793483734132,L4 IT_1,0.9975236058235168
AB-S40307_S720_E1-50,L6 CT,0.9997844099998474,L6 CT_2,0.9902438521385192
AB-S40307_S721_E1-50,L4 IT,1.0,L4 IT_2,0.999997854232788
AB-S40307_S734_E1-50,L2/3 IT,0.999983549118042,L2/3 IT_1,0.9999996423721312
SM-GE5U8_S001_E1-50,L4 IT,0.9999994039535522,L4 IT_2,0.9998445510864258
SM-GE5PA_S001_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE5PA_S002_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999997615814208
SM-GE5PA_S003_E1-50,L5 IT,1.0,L5 IT_5,0.6988553404808044
SM-GE5PA_S004_E1-50,Pvalb,1.0,Pvalb_15,1.0
SM-GE5PA_S005_E1-50,L4 IT,1.0,L4 IT_2,0.9999974966049194
SM-GE5PA_S006_E1-50,L4 IT,1.0,L4 IT_4,1.0
SM-GE5PA_S007_E1-50,Pax6,1.0,Pax6_3,0.9998086094856262
SM-GE5PA_S008_E1-50,L5 IT,1.0,L5 IT_2,0.9962249994277954
SM-GE5PA_S017_E1-50,L5 IT,1.0,L5 IT_2,0.9998149275779724
SM-GE5PA_S018_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999974966049194
SM-GE5PA_S019_E1-50,Pvalb,1.0,Pvalb_2,0.9999996423721312
SM-GE5PA_S020_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE5PA_S021_E1-50,Pvalb,1.0,Pvalb_15,0.9999853372573853
SM-GE5PA_S022_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999923706054688
SM-GE5PA_S023_E1-50,Pvalb,0.9999932050704956,Pvalb_2,0.9705631136894226
SM-GE5PA_S024_E1-50,L5/6 NP,1.0,L5/6 NP_1,0.9998806715011596
SM-GE5PA_S025_E1-50,Pvalb,0.9999998807907104,Pvalb_1,0.9993067979812622
SM-GE5PA_S026_E1-50,L5/6 NP,1.0,L5/6 NP_1,0.9999393224716188
SM-GE5PA_S027_E1-50,L6 IT Car3,0.9980156421661376,L6 IT Car3_1,0.9999916553497314
SM-GE5PA_S028_E1-50,L2/3 IT,1.0,L2/3 IT_13,0.9999805688858032
SM-GE5PA_S029_E1-50,Lamp5_Lhx6,1.0,Lamp5_Lhx6_1,1.0
SM-GE5PA_S030_E1-50,L6 IT,1.0,L6 IT_2,0.999990463256836
SM-GE5PA_S031_E1-50,L2/3 IT,1.0,L2/3 IT_13,0.998793601989746
SM-GE5PA_S032_E1-50,L2/3 IT,1.0,L2/3 IT_13,0.9999850988388062
SM-GE5PA_S033_E1-50,L5 IT,1.0,L5 IT_7,1.0
SM-GE5PA_S034_E1-50,L5 IT,0.9999997615814208,L5 IT_5,0.9994161128997804
SM-GE5PA_S035_E1-50,L2/3 IT,0.9999538660049438,L2/3 IT_5,0.999987244606018
SM-GE5PA_S045_E1-50,Pvalb,1.0,Pvalb_15,0.999998927116394
SM-GE5PA_S046_E1-50,Vip,1.0,Vip_5,0.9999377727508544
SM-GE5PA_S047_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9998306035995485
SM-GE5PA_S048_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE5PA_S049_E1-50,L2/3 IT,0.9999998807907104,L2/3 IT_13,0.90831059217453
SM-GE5PA_S050_E1-50,L4 IT,0.9999583959579468,L4 IT_2,0.9995073080062866
SM-GE5PA_S051_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999984502792358
SM-GE5PA_S052_E1-50,Pax6,0.9999998807907104,Pax6_2,0.9977038502693176
SM-GE5PA_S053_E1-50,Pvalb,1.0,Pvalb_6,0.9566593170166016
SM-GE5PA_S054_E1-50,Pvalb,1.0,Pvalb_8,0.994272768497467
SM-GE5PA_S056_E1-50,L2/3 IT,0.9896817803382874,L2/3 IT_5,0.9998764991760254
SM-GE5PA_S057_E1-50,L5 IT,0.9999998807907104,L5 IT_7,0.999958038330078
SM-GE5PA_S058_E1-50,Vip,0.9932936429977416,Vip_23,0.422502189874649
SM-GE5PA_S059_E1-50,L2/3 IT,0.9999878406524658,L2/3 IT_1,0.9999758005142212
SM-GE5PA_S060_E1-50,L2/3 IT,0.9995642304420472,L2/3 IT_13,0.9972202777862548
SM-GE5PA_S061_E1-50,L4 IT,0.999302625656128,L4 IT_1,0.999993085861206
SM-GE5PA_S062_E1-50,L5 IT,0.7821453809738159,L5 IT_7,0.9999830722808838
SM-GE5PA_S063_E1-50,L4 IT,0.9999960660934448,L4 IT_2,0.9968493580818176
SM-GE5PA_S064_E1-50,L2/3 IT,0.9999657869338988,L2/3 IT_1,0.9999940395355223
SM-GE5PA_S065_E1-50,L2/3 IT,0.9999977350234984,L2/3 IT_1,0.9999877214431764
SM-GE5PA_S066_E1-50,L2/3 IT,0.999993085861206,L2/3 IT_1,0.9999061822891236
SM-GE5PA_S067_E1-50,L2/3 IT,0.9999995231628418,L2/3 IT_1,0.999817669391632
SM-GE5PA_S068_E1-50,L2/3 IT,0.999996304512024,L2/3 IT_1,0.9999982118606568
SM-GE5PA_S190_E1-50,Pvalb,1.0,Pvalb_14,0.9982224106788636
SM-GE5PA_S191_E1-50,Pax6,0.6164516806602478,Pax6_4,0.9548208117485046
SM-GE5PA_S192_E1-50,Chandelier,1.0,Chandelier_1,0.9828633666038512
SM-GE5PG_S027_E1-50,Sst,1.0,Sst_1,0.9999996423721312
SM-GE5PG_S028_E1-50,L4 IT,1.0,L4 IT_2,0.999997854232788
SM-GE5PG_S077_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9994338154792786
SM-GE5PG_S078_E1-50,Pax6,0.999992609024048,Pax6_4,0.9772457480430604
SM-GE5PG_S079_E1-50,Pvalb,0.9999775886535645,Pvalb_15,0.9999998807907104
SM-GE5PG_S080_E1-50,Pvalb,0.534538984298706,Pvalb_15,0.9809545278549194
SM-GE4XY_S047_E1-50,Sst,1.0,Sst_1,0.8245297074317932
SM-GE4XY_S048_E1-50,Lamp5_Lhx6,0.9649264216423036,Lamp5_Lhx6_1,1.0
SM-GE4XY_S049_E1-50,Pvalb,1.0,Pvalb_7,0.9999994039535522
SM-GE4XY_S050_E1-50,Sst,0.9999818801879884,Sst_10,0.861413300037384
SM-GE4XY_S051_E1-50,Sst,0.9999997615814208,Sst_25,0.9999998807907104
SM-GE4XY_S052_E1-50,L4 IT,0.9994162321090698,L4 IT_1,1.0
SM-GE4XY_S053_E1-50,Sst,0.9995087385177612,Sst_23,0.397474467754364
SM-GE4XY_S054_E1-50,Sst,1.0,Sst_1,0.9999631643295288
SM-GE4XY_S055_E1-50,Sst,0.9959938526153564,Sst_11,0.9349959492683412
SM-GE4XY_S056_E1-50,Sst,0.9999996423721312,Sst_5,0.9999998807907104
SM-GE4XY_S065_E1-50,Pvalb,0.9999998807907104,Pvalb_14,0.9999223947525024
SM-GE4XY_S066_E1-50,Sst,0.9999685287475586,Sst_23,0.999864101409912
SM-GE4XY_S067_E1-50,Sst,1.0,Sst_10,0.9911202788352966
SM-GE4XY_S068_E1-50,Sst Chodl,0.9978412389755248,Sst Chodl_2,0.683702826499939
SM-GE4XY_S069_E1-50,Vip,0.6169383525848389,Vip_4,0.9302541613578796
SM-GE4XY_S070_E1-50,Pvalb,0.9999959468841552,Pvalb_15,0.9999998807907104
SM-GE4XY_S071_E1-50,Sst,1.0,Sst_13,0.9997935891151428
SM-GE4XY_S091_E1-50,Sst,0.999792754650116,Sst_25,0.9969925880432128
SM-GE4XY_S092_E1-50,Sst,0.9991801381111144,Sst_23,0.6733757257461548
SM-GE4XY_S093_E1-50,Pvalb,0.9999948740005492,Pvalb_14,0.9912918210029602
SM-GE4XY_S094_E1-50,Sst,0.9813282489776612,Sst_25,0.9999891519546508
SM-GE4XY_S095_E1-50,Sst,0.9999947547912598,Sst_25,0.9999948740005492
SM-GE4XY_S096_E1-50,Sst,0.9999902248382568,Sst_25,0.9999939203262328
SM-GE4XY_S110_E1-50,Sst,0.9995902180671692,Sst_22,0.9872120022773744
SM-GE4XY_S111_E1-50,Sst,0.8701794147491455,Sst_23,0.998812198638916
SM-GE4XY_S112_E1-50,Sst,0.9999998807907104,Sst_25,0.999996781349182
SM-GE4XY_S113_E1-50,Sst,0.9882360100746156,Sst_25,0.8035186529159546
SM-GE4Y5_S139_E1-50,Lamp5,0.9999996423721312,Lamp5_2,0.9999593496322632
SM-GE4Y5_S140_E1-50,L5 IT,1.0,L5 IT_2,1.0
SM-GE4Y5_S141_E1-50,L5 IT,1.0,L5 IT_2,1.0
SM-GE4Y5_S142_E1-50,L4 IT,1.0,L4 IT_4,1.0
SM-GE4Y5_S159_E1-50,Pvalb,1.0,Pvalb_15,0.9999964237213136
SM-GE4Y5_S160_E1-50,Pvalb,1.0,Pvalb_15,0.9999994039535522
SM-GE4Y5_S163_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999996423721312
SM-GE4Y5_S164_E1-50,L4 IT,1.0,L4 IT_2,0.9999969005584716
SM-GE4Y5_S165_E1-50,L4 IT,1.0,L4 IT_2,0.9999990463256836
SM-GE4Y5_S166_E1-50,Sst,1.0,Sst_19,0.9999842643737792
SM-GE4Y5_S167_E1-50,L4 IT,1.0,L4 IT_2,0.999997854232788
SM-GE4VR_S137_E1-50,Lamp5_Lhx6,1.0,Lamp5_Lhx6_1,1.0
SM-GE4VR_S138_E1-50,Lamp5,0.9999961853027344,Lamp5_5,0.9973279237747192
SM-GE4VR_S139_E1-50,Sncg,0.9996774196624756,Sncg_2,0.9050453305244446
SM-GE4VR_S142_E1-50,L4 IT,1.0,L4 IT_4,0.9999964237213136
SM-GE4VR_S148_E1-50,L2/3 IT,0.7189274430274963,L2/3 IT_1,0.4926324784755707
SM-GE4VR_S149_E1-50,Pvalb,0.9999996423721312,Pvalb_2,0.9998096823692322
SM-GE4VR_S150_E1-50,Vip,0.9999947547912598,Vip_4,0.8842731714248657
SM-GE4VR_S151_E1-50,L4 IT,0.8533961176872253,L4 IT_4,0.9598039984703064
SM-GE4WV_S114_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.9999991655349731
SM-GE4WX_S308_E1-50,Pax6,0.9999998807907104,Pax6_1,0.8892942070960999
SM-GE4WX_S309_E1-50,Vip,1.0,Vip_9,0.9995718598365784
SM-GE4WX_S310_E1-50,L2/3 IT,0.9999997615814208,L2/3 IT_1,0.9991648197174072
SM-GE4WX_S311_E1-50,Vip,0.9999997615814208,Vip_1,0.8020663857460022
SM-GE4WX_S312_E1-50,Pvalb,1.0,Pvalb_14,0.998650848865509
SM-GE4WX_S313_E1-50,Sst,0.9974638223648072,Sst_23,0.994994342327118
SM-GE4WX_S314_E1-50,Pvalb,0.999996781349182,Pvalb_15,1.0
SM-GE4WX_S315_E1-50,Pvalb,0.5403433442115784,Pvalb_15,0.8605139851570129
SM-GE4WX_S316_E1-50,Pvalb,0.9614351391792296,Pvalb_15,0.9989274144172668
SM-GE4WX_S317_E1-50,Pvalb,0.9934247732162476,Pvalb_15,0.9997417330741882
SM-J2NSR_S579_E1-50,Sncg,0.9998801946640016,Sncg_4,0.7920529246330261
SM-J2NSR_S580_E1-50,Vip,0.7933793067932129,Vip_11,0.3871327042579651
SM-J2NSR_S581_E1-50,Lamp5,0.9997621178627014,Lamp5_5,0.9997976422309875
SM-J2NSR_S582_E1-50,Lamp5,0.998954176902771,Lamp5_2,0.8898468017578125
SM-J2NSR_S583_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-J2NSR_S584_E1-50,L5 IT,0.8796363472938538,L5 IT_7,0.7809739708900452
SM-J2NSZ_S504_E1-50,Sst,0.8807321190834045,Sst_11,0.96216481924057
SM-J2NSZ_S505_E1-50,Pax6,0.940202295780182,Pax6_4,0.5048319101333618
SM-J2NSZ_S506_E1-50,Lamp5,1.0,Lamp5_5,0.9971655011177064
SM-GE94B_S159_E1-50,L4 IT,1.0,L4 IT_2,0.999987244606018
SM-GE94B_S160_E1-50,L4 IT,1.0,L4 IT_2,0.99999737739563
SM-GE94B_S161_E1-50,L4 IT,1.0,L4 IT_4,1.0
SM-GE94B_S162_E1-50,L5 IT,1.0,L5 IT_2,0.9999994039535522
SM-GE94B_S163_E1-50,L6 IT Car3,1.0,L6 IT Car3_3,0.9999716281890868
SM-GE94B_S169_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9923890233039856
SM-GE94B_S170_E1-50,L2/3 IT,0.9942418336868286,L2/3 IT_1,0.9998557567596436
SM-GE94B_S171_E1-50,L2/3 IT,1.0,L2/3 IT_10,0.9512046575546264
SM-GE94B_S172_E1-50,L4 IT,1.0,L4 IT_1,0.5026194453239441
SM-GE94B_S173_E1-50,L4 IT,0.9908772110939026,L4 IT_4,0.999707043170929
SM-GE94B_S174_E1-50,L5 IT,0.9999988079071044,L5 IT_6,0.8376343250274658
SM-GE94B_S175_E1-50,L5/6 NP,1.0,L5/6 NP_2,0.9988390803337096
SM-GE94B_S176_E1-50,L5 IT,0.7620595693588257,L5 IT_2,0.9313581585884094
SM-J2NT8_S589_E1-50,L4 IT,0.9999884366989136,L4 IT_2,0.9998571872711182
SM-J2NT8_S590_E1-50,Sncg,0.7980550527572632,Sncg_6,0.9478232264518738
SM-J2NT8_S591_E1-50,L5 IT,0.5877078175544739,L5 IT_3,0.9932228326797484
SM-J2NT8_S592_E1-50,L4 IT,0.9999986886978148,L4 IT_2,0.9999982118606568
SM-J2NT8_S593_E1-50,Pax6,0.98086678981781,Pax6_1,0.8080979585647583
SM-GE8WI_S112_E1-50,L6 IT,0.952029287815094,L6 IT_2,0.9997543692588806
SM-GE8WI_S113_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.8978217244148254
SM-GE8WI_S114_E1-50,L2/3 IT,0.9999328851699828,L2/3 IT_5,0.9999936819076538
SM-GE8WI_S115_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.7270358800888062
SM-GE8WI_S116_E1-50,Pvalb,0.9999992847442628,Pvalb_3,0.7288401126861572
SM-GE8WI_S117_E1-50,Sst,0.9999855756759644,Sst_11,0.9997355341911316
SM-GE8WI_S118_E1-50,L4 IT,0.9999970197677612,L4 IT_2,0.9999972581863404
SM-GE8WI_S119_E1-50,L4 IT,0.5061395168304443,L4 IT_2,0.9681409001350404
SM-GE8WI_S120_E1-50,L2/3 IT,0.9983805418014526,L2/3 IT_1,0.9999991655349731
SM-GE8WI_S129_E1-50,L4 IT,0.9999991655349731,L4 IT_2,0.9999974966049194
SM-GE8WI_S130_E1-50,L4 IT,0.9999995231628418,L4 IT_2,0.9999914169311525
SM-GE8WI_S131_E1-50,L4 IT,0.9999964237213136,L4 IT_2,0.9920050501823424
SM-J39UW_S394_E1-50,Lamp5,0.8517671227455139,Lamp5_6,0.9908149838447572
SM-J39UW_S395_E1-50,Sst,0.9732523560523988,Sst_11,0.8994874358177185
SM-J39UW_S396_E1-50,L4 IT,0.9999980926513672,L4 IT_1,0.9999998807907104
SM-J39UW_S397_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.999935507774353
SM-J39UW_S398_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.9990707039833068
SM-J39UW_S399_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.999992847442627
SM-J39UW_S400_E1-50,L4 IT,0.9999836683273317,L4 IT_2,0.9999916553497314
SM-J39UW_S401_E1-50,L5 IT,0.5292505621910095,L5 IT_1,0.9996200799942015
SM-J39UW_S402_E1-50,L4 IT,1.0,L4 IT_2,0.999997854232788
SM-J39UW_S403_E1-50,L2/3 IT,0.9978641867637634,L2/3 IT_1,0.9936783909797668
SM-J39UW_S404_E1-50,L4 IT,1.0,L4 IT_2,0.9970948696136476
SM-J4O8V_S064_E1-50,L4 IT,1.0,L4 IT_4,0.9999933242797852
SM-J4O8V_S065_E1-50,L4 IT,0.9999935626983644,L4 IT_4,0.761414647102356
SM-J4O8V_S066_E1-50,L4 IT,0.9999223947525024,L4 IT_4,0.7096468806266785
SM-J4O8V_S067_E1-50,L4 IT,1.0,L4 IT_2,0.9999949932098388
SM-J4O8V_S109_E1-50,Sst,0.8484466075897217,Sst_23,0.6953989863395691
SM-J4O8V_S110_E1-50,Pvalb,0.9999985694885254,Pvalb_15,0.9999772310256958
