,subclass_scANVI,subclass_conf_scANVI,supertype_scANVI,supertype_conf_scANVI
SM-J3A2Y_S097_E1-50,L2/3 IT,0.9984338879585266,L2/3 IT_5,0.9998302459716796
SM-J3A2Y_S098_E1-50,L2/3 IT,0.9999988079071044,L2/3 IT_1,0.2926303446292877
SM-J3A2Y_S099_E1-50,L4 IT,0.9999957084655762,L4 IT_2,0.9999901056289672
SM-J3A2Y_S100_E1-50,Lamp5,0.9908877611160278,Lamp5_2,0.9440903067588806
SM-J3A2Y_S101_E1-50,L2/3 IT,0.9999997615814208,L2/3 IT_5,0.9962735176086426
SM-J2NT8_S586_E1-50,Vip,0.9486050009727478,Vip_9,0.9158943891525269
SM-J2NT8_S587_E1-50,L4 IT,0.7021942734718323,L4 IT_2,0.9999969005584716
SM-J2NT8_S588_E1-50,Lamp5,0.9999728202819824,Lamp5_5,0.999603807926178
SM-GE91I_S027_E1-50,Vip,1.0,Vip_12,0.9936461448669434
SM-GE91I_S028_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE91I_S029_E1-50,Pvalb,0.9923098087310792,Pvalb_15,0.9946241974830629
SM-GE91I_S030_E1-50,L4 IT,0.9999995231628418,L4 IT_2,0.9443823099136353
SM-GE91I_S031_E1-50,L4 IT,0.9999996423721312,L4 IT_2,0.999997615814209
SM-GE91I_S032_E1-50,L2/3 IT,0.9862422943115234,L2/3 IT_1,0.9999998807907104
SM-GE91I_S033_E1-50,L4 IT,0.9998512268066406,L4 IT_2,0.9992243051528932
SM-GE91I_S034_E1-50,L4 IT,0.9999711513519288,L4 IT_2,0.9999991655349731
SM-GE91I_S035_E1-50,L2/3 IT,0.9998735189437866,L2/3 IT_13,0.8110312223434448
SM-GE91I_S036_E1-50,L4 IT,0.9314961433410645,L4 IT_2,0.9998862743377686
SM-GE91I_S037_E1-50,L2/3 IT,0.9999372959136964,L2/3 IT_1,0.9890093207359314
SM-J39ZX_S014_E1-50,Pax6,0.9051450490951538,Pax6_1,0.8399645090103149
SM-J39ZX_S015_E1-50,L4 IT,0.9797132015228271,L4 IT_1,0.99994158744812
SM-J39ZX_S016_E1-50,L2/3 IT,0.999783217906952,L2/3 IT_1,0.9999444484710692
SM-J39ZX_S017_E1-50,L4 IT,0.99999737739563,L4 IT_2,0.999997854232788
SM-J39ZX_S018_E1-50,L4 IT,1.0,L4 IT_1,0.9999667406082152
SM-J39ZX_S020_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.810559868812561
SM-J39ZX_S021_E1-50,Pax6,0.9913464188575744,Pax6_1,0.994516670703888
SM-J39ZX_S022_E1-50,Pvalb,1.0,Pvalb_2,0.9968403577804564
SM-J39ZX_S023_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
AB-S40302_S475_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.992711067199707
AB-S40302_S476_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.8360660076141357
SM-J2NTQ_S568_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.9999986886978148
SM-J2NTQ_S569_E1-50,L4 IT,1.0,L4 IT_2,0.9999940395355223
SM-J2NTQ_S570_E1-50,L4 IT,0.9992045760154724,L4 IT_2,0.999974250793457
SM-J2NTQ_S571_E1-50,L2/3 IT,0.9994932413101196,L2/3 IT_10,0.9768489003181458
SM-J2NTQ_S572_E1-50,L5 IT,1.0,L5 IT_2,1.0
SM-J2NTQ_S573_E1-50,L4 IT,0.999776303768158,L4 IT_2,0.9999407529830932
SM-J2NTQ_S574_E1-50,L4 IT,0.999879002571106,L4 IT_2,0.993989109992981
SM-J2NTQ_S575_E1-50,L4 IT,0.999854564666748,L4 IT_2,0.992319643497467
SM-J2NTR_S274_E1-50,L4 IT,0.9999996423721312,L4 IT_2,0.9994958639144896
SM-J2NTR_S275_E1-50,L4 IT,0.997588038444519,L4 IT_4,0.9991098046302797
SM-J2NTR_S276_E1-50,L4 IT,0.9964045286178588,L4 IT_2,0.9976149797439576
SM-J2NTR_S277_E1-50,L4 IT,0.9999998807907104,L4 IT_1,0.9999405145645142
SM-J2NTR_S278_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.9999470710754396
SM-J2NTR_S279_E1-50,Chandelier,0.9999830722808838,Chandelier_1,0.9854934811592102
SM-GE937_S168_E1-50,L5 IT,1.0,L5 IT_2,0.999840497970581
SM-GE937_S169_E1-50,Pvalb,0.99847012758255,Pvalb_15,0.9627670049667358
SM-GE937_S170_E1-50,L4 IT,0.9999994039535522,L4 IT_2,0.9980104565620422
SM-GE937_S171_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9883694648742676
SM-GE937_S181_E1-50,Vip,1.0,Vip_9,0.9999547004699708
SM-GE937_S182_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE937_S183_E1-50,Sncg,0.6708790063858032,Sncg_3,0.9718264937400818
SM-GE937_S184_E1-50,Vip,1.0,Vip_6,0.8957861065864563
SM-GE937_S185_E1-50,Pvalb,0.9999991655349731,Pvalb_2,0.8982155919075012
SM-GE937_S186_E1-50,L2/3 IT,0.9999996423721312,L2/3 IT_1,1.0
SM-GE937_S187_E1-50,Pax6,0.9999988079071044,Pax6_4,0.9495744109153748
SM-GE937_S188_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE937_S189_E1-50,Pvalb,1.0,Pvalb_15,0.9999916553497314
SM-GE937_S192_E1-50,L2/3 IT,0.9999974966049194,L2/3 IT_1,1.0
SM-GE93B_S001_E1-50,L2/3 IT,0.999980926513672,L2/3 IT_1,0.9997766613960266
SM-GE93B_S002_E1-50,L2/3 IT,0.5374941825866699,L2/3 IT_1,1.0
SM-GE93B_S003_E1-50,Lamp5,1.0,Lamp5_5,0.9999988079071044
SM-GE93B_S004_E1-50,Sst,0.9294057488441468,Sst_25,0.976906955242157
SM-GE93B_S005_E1-50,L4 IT,1.0,L4 IT_2,0.9999666213989258
SM-GE93B_S006_E1-50,Pvalb,0.9995874762535096,Pvalb_15,0.9752784371376038
SM-GE93B_S007_E1-50,Sncg,0.9999927282333374,Sncg_4,0.9929649829864502
SM-GE93B_S008_E1-50,Lamp5,0.9999929666519164,Lamp5_2,0.9999401569366456
SM-GE93B_S012_E1-50,L4 IT,0.8875287175178528,L4 IT_3,0.6067418456077576
SM-GE93B_S013_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE93B_S014_E1-50,L2/3 IT,0.9998860359191896,L2/3 IT_1,0.99875807762146
SM-GE93B_S023_E1-50,L2/3 IT,0.9999794960021972,L2/3 IT_1,1.0
SM-GE93B_S024_E1-50,L2/3 IT,0.9999955892562866,L2/3 IT_6,0.885744571685791
SM-GE93B_S025_E1-50,Pvalb,0.999380588531494,Pvalb_15,0.9999997615814208
SM-GE93B_S026_E1-50,Vip,0.9999983310699464,Vip_19,0.9981058835983276
SM-GE93B_S027_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE93B_S028_E1-50,L5 IT,0.9999711513519288,L5 IT_7,0.9999997615814208
SM-GE93B_S029_E1-50,L2/3 IT,1.0,L2/3 IT_12,0.9982367753982544
SM-J39UG_S193_E1-50,Pvalb,1.0,Pvalb_2,0.9999592304229736
SM-J39UG_S194_E1-50,L4 IT,0.9999985694885254,L4 IT_2,0.9976160526275636
SM-J39UG_S195_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.9999988079071044
SM-GE4RI_S097_E1-50,Sncg,0.9994283318519592,Sncg_6,0.9962186217308044
SM-GE4RI_S098_E1-50,L2/3 IT,0.9994322657585144,L2/3 IT_1,0.9968411922454834
SM-J2NSR_S577_E1-50,L5 IT,0.9118744134902954,L5 IT_2,0.9951274394989014
SM-J2NSR_S578_E1-50,L2/3 IT,0.999998927116394,L2/3 IT_13,0.9964004755020142
SM-GE5U8_S002_E1-50,L4 IT,0.9994491934776306,L4 IT_2,0.9997321963310242
SM-GE5U8_S003_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.999995231628418
SM-GE5U8_S004_E1-50,L4 IT,1.0,L4 IT_2,0.9999960660934448
AB-S40308_S215_E1-50,Lamp5,0.9805269241333008,Lamp5_2,0.9793451428413392
AB-S40308_S216_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
AB-S40308_S217_E1-50,Pax6,0.4258929789066314,Pax6_4,0.600039541721344
SM-J2NTI_S193_E1-50,L2/3 IT,0.9999446868896484,L2/3 IT_10,0.9984845519065856
SM-J2NTI_S194_E1-50,L4 IT,0.9999456405639648,L4 IT_2,0.8979195952415466
SM-J2NTI_S195_E1-50,Vip,0.6254429817199707,Vip_4,0.6315128207206726
SM-J2NTI_S196_E1-50,L4 IT,0.998124659061432,L4 IT_4,0.9766635298728944
SM-J2NTI_S197_E1-50,Sncg,0.9999792575836182,Sncg_6,0.4853026568889618
SM-J2NTI_S198_E1-50,L2/3 IT,0.9999997615814208,L2/3 IT_10,0.8342846632003784
SM-J2NTI_S199_E1-50,L4 IT,0.9998341798782348,L4 IT_1,0.999964952468872
SM-J2NTI_S200_E1-50,Sst,0.9817848205566406,Sst_25,0.9987109899520874
SM-J2NTI_S201_E1-50,L2/3 IT,0.994556188583374,L2/3 IT_1,0.9931288957595824
SM-J2NTI_S202_E1-50,L4 IT,0.999107301235199,L4 IT_2,0.9997273087501526
SM-J2NTI_S203_E1-50,Lamp5,0.9597659707069396,Lamp5_2,0.7648225426673889
SM-J2NTI_S204_E1-50,L4 IT,0.9999815225601196,L4 IT_3,0.8473032712936401
SM-J2NTI_S205_E1-50,L2/3 IT,0.540956437587738,L2/3 IT_1,0.9999992847442628
SM-J39UW_S456_E1-50,Lamp5_Lhx6,0.9999932050704956,Lamp5_Lhx6_1,1.0
SM-J39UW_S457_E1-50,L4 IT,0.999998927116394,L4 IT_2,0.9998369216918944
SM-J39V5_S276_E1-50,Sst,0.9999951124191284,Sst_9,0.9997453093528748
SM-J39V5_S277_E1-50,Pvalb,0.9999998807907104,Pvalb_13,0.9968407154083252
SM-GE4S3_S142_E1-50,Pvalb,1.0,Pvalb_15,0.9999819993972778
SM-GE4S3_S143_E1-50,L4 IT,0.9957053065299988,L4 IT_2,0.6929918527603149
SM-GE4S3_S144_E1-50,L4 IT,0.9994650483131408,L4 IT_2,0.8838244676589966
SM-GE4S3_S153_E1-50,Pvalb,1.0,Pvalb_2,0.9999170303344728
SM-GE4S3_S154_E1-50,L4 IT,0.9350743293762208,L4 IT_2,0.9998227953910828
SM-GE4S3_S155_E1-50,Pvalb,0.9050080180168152,Pvalb_15,1.0
SM-GE4S3_S160_E1-50,L4 IT,1.0,L4 IT_4,0.999664068222046
SM-GE4S3_S161_E1-50,Pvalb,1.0,Pvalb_15,1.0
SM-GE4S3_S162_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999997615814208
SM-GE4S3_S163_E1-50,L2/3 IT,0.9999998807907104,L2/3 IT_1,0.4077588319778442
SM-GE4S3_S164_E1-50,Pvalb,1.0,Pvalb_3,0.9980303645133972
SM-GE4S3_S165_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.9999994039535522
SM-GE4S3_S166_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE4S3_S167_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.8608542680740356
SM-GE4S3_S168_E1-50,L2/3 IT,0.9999719858169556,L2/3 IT_5,0.999766170978546
SM-GE4S3_S169_E1-50,L2/3 IT,1.0,L2/3 IT_12,0.4871165156364441
SM-J39WD_S106_E1-50,Pvalb,0.9999986886978148,Pvalb_15,0.9999691247940063
SM-J39WD_S150_E1-50,Pax6,0.9999878406524658,Pax6_4,0.799941897392273
SM-J39WD_S151_E1-50,Vip,1.0,Vip_11,0.7407889366149902
SM-J39WD_S152_E1-50,Vip,1.0,Vip_4,0.9661412239074708
SM-J39WD_S153_E1-50,Sst,0.9405176639556884,Sst_23,0.5578129291534424
SM-J39WD_S154_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.9999991655349731
SM-J39WD_S155_E1-50,Pvalb,0.9999650716781616,Pvalb_15,0.998055934906006
SM-J39WD_S156_E1-50,Sst,0.99999737739563,Sst_4,0.979642689228058
SM-J39WD_S157_E1-50,Pvalb,0.99998140335083,Pvalb_2,0.6997289061546326
SM-J39WD_S158_E1-50,Sst,0.9999998807907104,Sst_12,0.9981811046600342
SM-J39WD_S159_E1-50,Pvalb,0.999920129776001,Pvalb_15,0.999980926513672
SM-J39WD_S160_E1-50,Pvalb,0.9999995231628418,Pvalb_9,0.974741756916046
SM-LNJMY_S405_E1-50,L4 IT,0.9998408555984496,L4 IT_2,0.9999953508377076
SM-LNJMY_S406_E1-50,L4 IT,0.9929419755935668,L4 IT_2,0.8588531613349915
SM-LNJMY_S407_E1-50,L5 IT,0.5368092656135559,L5 IT_3,0.6298646330833435
SM-LNJMY_S408_E1-50,L2/3 IT,0.9923855066299438,L2/3 IT_1,0.9999879598617554
SM-GE4S3_S105_E1-50,L4 IT,1.0,L4 IT_2,0.9963640570640564
SM-GE4S3_S106_E1-50,L4 IT,0.999996542930603,L4 IT_2,0.9999996423721312
SM-GE4S3_S107_E1-50,Pvalb,1.0,Pvalb_15,0.9107339382171632
SM-GE4S3_S108_E1-50,L4 IT,1.0,L4 IT_1,0.5841124057769775
SM-GE4S3_S109_E1-50,L4 IT,0.9999992847442628,L4 IT_1,0.9999924898147584
SM-GE4S3_S110_E1-50,L4 IT,0.9999995231628418,L4 IT_2,0.7614966034889221
SM-GE4S3_S128_E1-50,L4 IT,0.9999985694885254,L4 IT_2,0.9999735355377196
SM-GE4S3_S129_E1-50,L4 IT,0.9999943971633912,L4 IT_2,0.9999326467514038
SM-GE4S3_S130_E1-50,L4 IT,0.9991959929466248,L4 IT_2,0.9999938011169434
SM-GE4S3_S131_E1-50,Sst,1.0,Sst_11,0.9999903440475464
SM-GE4S3_S132_E1-50,Pvalb,1.0,Pvalb_3,0.9999771118164062
SM-GE4S3_S133_E1-50,Pvalb,0.9999572038650512,Pvalb_15,0.9996963739395142
SM-GE4S3_S134_E1-50,Pvalb,0.9999996423721312,Pvalb_2,0.8225913643836975
SM-GE4S3_S135_E1-50,Pvalb,1.0,Pvalb_13,0.9564916491508484
SM-GE4S3_S136_E1-50,Sst,0.9999935626983644,Sst_5,0.9999994039535522
SM-GE4S3_S137_E1-50,Pvalb,0.9999966621398926,Pvalb_2,0.9996951818466188
SM-GE4S3_S138_E1-50,Pvalb,0.9999799728393556,Pvalb_7,0.951595664024353
SM-GE4S3_S181_E1-50,L4 IT,0.8683145642280579,L4 IT_2,0.9981303811073304
SM-GE4S3_S182_E1-50,L4 IT,0.9981281161308287,L4 IT_4,0.9985312223434448
SM-GE4S3_S183_E1-50,L4 IT,1.0,L4 IT_2,0.999990701675415
SM-GE4S3_S184_E1-50,Vip,0.99983549118042,Vip_19,0.9850878119468688
SM-GE4S3_S185_E1-50,Sst,1.0,Sst_2,0.9189889430999756
SM-GE4S3_S186_E1-50,Pvalb,0.5877331495285034,Pvalb_1,0.6732708811759949
SM-GE4S3_S187_E1-50,Pvalb,1.0,Pvalb_15,1.0
SM-GE4S3_S188_E1-50,L4 IT,0.9999912977218628,L4 IT_1,0.9999819993972778
SM-GE4S3_S189_E1-50,Pvalb,0.9998981952667236,Pvalb_14,0.9665845036506652
SM-GE4S3_S190_E1-50,Vip,0.9546429514884948,Vip_19,0.5350353717803955
SM-GE5QE_S043_E1-50,L4 IT,1.0,L4 IT_2,0.9999985694885254
SM-GE5QE_S059_E1-50,L2/3 IT,0.8803229331970215,L2/3 IT_1,0.4377588033676147
SM-GBMG3_S025_E1-50,Sst,0.9999542236328124,Sst_25,0.7089472413063049
SM-GBMG3_S026_E1-50,Sst,0.99875807762146,Sst_23,0.9474403858184814
SM-GBMG3_S075_E1-50,Sst,0.9992602467536926,Sst_11,0.8770174384117126
SM-GBMG3_S076_E1-50,Sst,0.999259889125824,Sst_11,0.9496216177940368
SM-GBMG3_S077_E1-50,Sst,0.9999885559082032,Sst_3,0.9864441752433776
SM-GBMG3_S078_E1-50,Sst,0.9999781847000122,Sst_11,0.8138368725776672
SM-GE4RI_S111_E1-50,L4 IT,1.0,L4 IT_2,0.9999905824661256
SM-GE4RI_S112_E1-50,Sst,1.0,Sst_4,1.0
SM-GE4RI_S113_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.996238112449646
SM-GE4RI_S114_E1-50,Sst,1.0,Sst_3,0.9999876022338868
SM-GE4RI_S115_E1-50,L4 IT,1.0,L4 IT_2,0.9999986886978148
SM-GE4RI_S116_E1-50,L5 IT,0.9985944628715516,L5 IT_2,1.0
SM-GE4RI_S117_E1-50,L4 IT,1.0,L4 IT_2,0.9999960660934448
SM-GE4RI_S118_E1-50,L4 IT,0.482968807220459,L4 IT_2,0.9901570081710817
SM-GE4RI_S119_E1-50,L5 IT,0.9991449117660522,L5 IT_2,0.9985287189483644
SM-GE4RI_S120_E1-50,L2/3 IT,0.990515112876892,L2/3 IT_5,0.9994645714759828
SM-GE4RI_S121_E1-50,L2/3 IT,0.8725035786628723,L2/3 IT_1,0.8096919059753418
SM-GE4RI_S122_E1-50,L4 IT,0.9889957904815674,L4 IT_1,0.9899214506149292
SM-GE4RI_S123_E1-50,Lamp5,0.9986900687217712,Lamp5_2,0.9999504089355468
SM-GE4RI_S124_E1-50,L2/3 IT,0.9957879185676576,L2/3 IT_1,0.9985952973365784
SM-GE4RI_S125_E1-50,L4 IT,0.9997767806053162,L4 IT_1,0.999948501586914
SM-GE4RI_S126_E1-50,L4 IT,0.8984161019325256,L4 IT_1,0.9987363219261168
SM-GE4RI_S132_E1-50,L4 IT,0.9998288154602052,L4 IT_1,0.9999916553497314
SM-GE4RI_S133_E1-50,L2/3 IT,0.8090859651565552,L2/3 IT_1,0.999679446220398
SM-GE4RI_S134_E1-50,L2/3 IT,0.9988093376159668,L2/3 IT_13,0.994340181350708
SM-GE4RI_S135_E1-50,L2/3 IT,0.7285225987434387,L2/3 IT_1,1.0
SM-GE4RI_S136_E1-50,L4 IT,0.9999994039535522,L4 IT_2,0.9990467429161072
SM-GE4RI_S137_E1-50,L2/3 IT,0.8419228792190552,L2/3 IT_1,0.9999997615814208
SM-GE4RI_S138_E1-50,L2/3 IT,0.9992627501487732,L2/3 IT_1,0.9999997615814208
SM-GE4RI_S139_E1-50,L2/3 IT,0.9997970461845398,L2/3 IT_1,0.9999992847442628
SM-GE4RI_S140_E1-50,L2/3 IT,1.0,L2/3 IT_6,0.9998928308486938
SM-GE4RI_S141_E1-50,L4 IT,0.9995193481445312,L4 IT_1,0.9999850988388062
SM-GE4RI_S142_E1-50,L4 IT,0.9997255206108092,L4 IT_1,0.9999939203262328
SM-GE4RI_S155_E1-50,L2/3 IT,0.9999545812606812,L2/3 IT_10,0.998723566532135
SM-GE4RI_S156_E1-50,L4 IT,0.999612033367157,L4 IT_4,0.9970782995224
SM-GE4RI_S157_E1-50,L2/3 IT,0.9527806639671326,L2/3 IT_1,0.3633347153663635
SM-GE4RI_S158_E1-50,L4 IT,1.0,L4 IT_2,0.9999948740005492
SM-GE4RI_S159_E1-50,L4 IT,0.999998927116394,L4 IT_2,0.9993010759353638
SM-GE4RI_S160_E1-50,L4 IT,0.9999990463256836,L4 IT_2,0.9997932314872742
SM-GE4RI_S161_E1-50,L2/3 IT,0.9999997615814208,L2/3 IT_1,0.9999244213104248
SM-GE4RI_S162_E1-50,L4 IT,0.9999903440475464,L4 IT_2,0.5187476277351379
SM-GE4RI_S163_E1-50,L2/3 IT,0.9641423225402832,L2/3 IT_1,0.999976396560669
SM-GE4RI_S164_E1-50,L2/3 IT,0.9999876022338868,L2/3 IT_5,0.6117668151855469
SM-GE4RI_S165_E1-50,Sst,0.9999754428863524,Sst_12,0.9952706694602966
SM-GE4RI_S166_E1-50,L4 IT,0.9999316930770874,L4 IT_2,0.9998946189880372
SM-GE4RI_S167_E1-50,L5 IT,0.718750536441803,L5 IT_7,0.9977992177009584
SM-GE4RS_S158_E1-50,Sncg,0.9825656414031982,Sncg_2,0.8600375056266785
SM-GE4RS_S159_E1-50,L5 IT,1.0,L5 IT_6,0.999922513961792
SM-GE4RS_S160_E1-50,L5 IT,0.9999997615814208,L5 IT_6,0.9938194155693054
SM-GE4RS_S161_E1-50,L4 IT,1.0,L4 IT_2,0.9999544620513916
SM-GE4RS_S162_E1-50,L4 IT,0.951650619506836,L4 IT_1,0.9999995231628418
SM-GE4RS_S166_E1-50,L5 IT,1.0,L5 IT_2,1.0
SM-GE4RS_S167_E1-50,L4 IT,1.0,L4 IT_2,0.9999099969863892
SM-GE4RS_S168_E1-50,L4 IT,1.0,L4 IT_2,0.9999982118606568
SM-GE4RS_S169_E1-50,L6 IT Car3,1.0,L6 IT Car3_1,0.9999970197677612
SM-GE4RS_S170_E1-50,Sst,1.0,Sst_13,0.9999994039535522
SM-GE4RS_S171_E1-50,L5 IT,1.0,L5 IT_5,0.9999704360961914
SM-GE4RS_S175_E1-50,Pvalb,1.0,Pvalb_15,1.0
SM-GE4RS_S176_E1-50,L4 IT,1.0,L4 IT_1,0.9999998807907104
SM-GE4RS_S177_E1-50,L4 IT,1.0,L4 IT_3,0.8881785273551941
SM-GE4RS_S178_E1-50,L5 IT,0.9993150234222412,L5 IT_7,1.0
SM-GE4RS_S179_E1-50,Pvalb,1.0,Pvalb_15,0.9995587468147278
SM-GE4RS_S180_E1-50,L4 IT,0.996009111404419,L4 IT_1,0.9999996423721312
SM-GE4RS_S184_E1-50,Sst,1.0,Sst_10,1.0
SM-GE4RS_S185_E1-50,Sst,1.0,Sst_19,0.5444433689117432
SM-GE4RS_S190_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.9999998807907104
SM-GE4RS_S191_E1-50,L4 IT,1.0,L4 IT_2,0.9999995231628418
SM-GE4RS_S192_E1-50,L5 IT,0.9999860525131226,L5 IT_2,1.0
AB-S40304_S278_E1-50,L2/3 IT,0.9999514818191528,L2/3 IT_5,0.9645541906356812
AB-S40304_S279_E1-50,L5 IT,0.9809755086898804,L5 IT_3,0.9999672174453736
AB-S40304_S280_E1-50,Lamp5_Lhx6,0.9999996423721312,Lamp5_Lhx6_1,1.0
AB-S40304_S281_E1-50,L4 IT,0.619198739528656,L4 IT_2,0.999998927116394
AB-S40304_S283_E1-50,L6 CT,0.9999995231628418,L6 CT_2,0.9998675584793092
AB-S40304_S284_E1-50,L6 CT,0.9999734163284302,L6 CT_1,0.9937910437583924
AB-S40304_S285_E1-50,L6 IT,0.941002070903778,L6 IT_2,0.9999862909317015
SM-J39VT_S304_E1-50,Lamp5,1.0,Lamp5_6,0.8302059173583984
SM-J39VT_S305_E1-50,Sncg,0.9999995231628418,Sncg_4,0.9996278285980223
SM-J39VT_S306_E1-50,Lamp5,0.9999774694442748,Lamp5_5,0.9900868535041808
SM-J39VT_S316_E1-50,Vip,1.0,Vip_9,0.99456524848938
SM-J39VT_S317_E1-50,Vip,0.9999970197677612,Vip_21,0.5591303110122681
SM-J39VT_S318_E1-50,Sst,0.9758196473121644,Sst_23,0.4710492491722107
SM-J39VT_S319_E1-50,Pvalb,1.0,Pvalb_15,0.9987391829490662
SM-J39VT_S320_E1-50,L4 IT,0.9689621925354004,L4 IT_2,0.9999552965164183
SM-J39VT_S321_E1-50,Pvalb,1.0,Pvalb_2,0.9999966621398926
SM-J39WG_S256_E1-50,L4 IT,0.9999986886978148,L4 IT_2,0.99995219707489
SM-J39WG_S257_E1-50,L4 IT,1.0,L4 IT_2,0.9999923706054688
SM-J39WG_S258_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.9999924898147584
SM-J39WG_S259_E1-50,L4 IT,0.9999997615814208,L4 IT_2,0.999998927116394
SM-IYHG6_S022_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9998904466629028
SM-IYHG6_S023_E1-50,L2/3 IT,0.8962796330451965,L2/3 IT_1,0.9757463932037354
SM-IYHG6_S024_E1-50,L2/3 IT,1.0,L2/3 IT_13,0.680719256401062
SM-GE4RI_S127_E1-50,L4 IT,1.0,L4 IT_2,0.9999922513961792
SM-GE4RI_S128_E1-50,L2/3 IT,0.99983012676239,L2/3 IT_1,1.0
SM-GE4RI_S129_E1-50,Pax6,0.9999992847442628,Pax6_2,0.9958308339118958
SM-GE4RI_S130_E1-50,L4 IT,0.9999972581863404,L4 IT_2,0.9999947547912598
SM-GE4RI_S131_E1-50,L2/3 IT,1.0,L2/3 IT_10,0.8195217847824097
SM-GE4RI_S143_E1-50,Sst,0.9832836389541626,Sst_11,0.9998878240585328
SM-GE4RI_S144_E1-50,L2/3 IT,0.62678462266922,L2/3 IT_1,0.9995119571685792
SM-GE4RI_S153_E1-50,L4 IT,0.9999842643737792,L4 IT_1,0.9999589920043944
SM-GE4RI_S154_E1-50,Pvalb,0.99999737739563,Pvalb_15,0.9999998807907104
SM-GE4RI_S168_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999624490737916
SM-GE4RI_S169_E1-50,L2/3 IT,0.7415557503700256,L2/3 IT_13,0.9014742374420166
SM-GE4RI_S170_E1-50,L4 IT,0.9706681370735168,L4 IT_1,0.9999914169311525
SM-GE4RI_S171_E1-50,L2/3 IT,0.9999442100524902,L2/3 IT_1,1.0
SM-GE4RS_S163_E1-50,Pax6,0.9999908208847046,Pax6_1,0.9143362641334534
SM-GE4RS_S164_E1-50,L4 IT,1.0,L4 IT_2,0.9999736547470092
SM-GE4RS_S172_E1-50,L4 IT,1.0,L4 IT_4,0.9999996423721312
SM-GE4RS_S173_E1-50,L5 IT,0.99998140335083,L5 IT_2,1.0
SM-GE4RS_S174_E1-50,Sncg,0.9950866103172302,Sncg_2,0.79217529296875
SM-GE4RS_S181_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.9999955892562866
SM-GE4RS_S182_E1-50,L4 IT,1.0,L4 IT_2,0.8365029692649841
SM-GE4RS_S186_E1-50,Pax6,0.9999964237213136,Pax6_1,0.7490183115005493
SM-GE4RS_S187_E1-50,Sncg,0.9999847412109376,Sncg_6,0.7903481125831604
AB-S40305_S683_E1-50,L4 IT,0.999795377254486,L4 IT_2,0.9999700784683228
SM-GE8WX_S020_E1-50,Pvalb,1.0,Pvalb_14,0.9021455645561218
SM-GE8WX_S021_E1-50,Pvalb,0.9999996423721312,Pvalb_15,0.9999927282333374
SM-GE8WX_S022_E1-50,L4 IT,1.0,L4 IT_2,0.9999997615814208
SM-GE8WX_S023_E1-50,L4 IT,0.9999943971633912,L4 IT_2,0.9975337982177734
SM-GE8WX_S024_E1-50,L2/3 IT,0.9910901784896852,L2/3 IT_1,0.9999873638153076
SM-GE8WX_S025_E1-50,L6 CT,1.0,L6 CT_2,0.999880313873291
SM-GE8WX_S026_E1-50,L6 CT,0.8719142079353333,L6 CT_2,0.9880405068397522
SM-GE8WX_S027_E1-50,L2/3 IT,0.9794482588768004,L2/3 IT_1,0.99711275100708
SM-GE8WX_S028_E1-50,L6 IT Car3,0.9997957348823548,L6 IT Car3_3,0.9973015785217284
SM-GE8X7_S107_E1-50,Sncg,0.9999953508377076,Sncg_8,0.9914502501487732
SM-GE8X7_S108_E1-50,Pax6,0.9057157635688782,Pax6_1,0.6179927587509155
SM-GE8X7_S109_E1-50,L2/3 IT,1.0,L2/3 IT_1,0.9999994039535522
SM-GE8X7_S110_E1-50,L2/3 IT,1.0,L2/3 IT_1,1.0
SM-GE8X7_S111_E1-50,L2/3 IT,0.9971519708633424,L2/3 IT_1,0.9995114803314208
SM-GE8X7_S112_E1-50,L2/3 IT,1.0,L2/3 IT_5,0.9982203841209412
SM-GE8X7_S113_E1-50,L4 IT,1.0,L4 IT_2,0.9999865293502808
