specimen_id,ses_id,dandiset,dandi_path,trace_svg,fi_svg,file_link
636982263,636982248.0,636,sub-636948822/sub-636948822_ses-636982248_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-636948822/sub-636948822_ses-636982248_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-636948822/sub-636948822_ses-636982248_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/67b/1ec/67b1ecee-f53c-4242-b38e-cf09a2d64dfa
636991760,636991746.0,636,sub-636948822/sub-636948822_ses-636991746_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-636948822/sub-636948822_ses-636991746_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-636948822/sub-636948822_ses-636991746_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/63d/bac/63dbac92-b74d-4b73-a665-9d8b7e29eaf1
642857999,642857917.0,636,sub-642843699/sub-642843699_ses-642857917_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-642843699/sub-642843699_ses-642857917_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-642843699/sub-642843699_ses-642857917_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/e8e/01d/e8e01df2-8549-4d0b-9772-3bb2c833b4ec
642966524,642966460.0,636,sub-642843699/sub-642843699_ses-642966460_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-642843699/sub-642843699_ses-642966460_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-642843699/sub-642843699_ses-642966460_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/5f5/ec4/5f5ec43e-b3de-4b34-9e9d-cd1b829720c5
643397120,643397107.0,636,sub-643277950/sub-643277950_ses-643397107_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-643277950/sub-643277950_ses-643397107_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-643277950/sub-643277950_ses-643397107_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/4d1/0a2/4d10a23d-4dba-4ba0-9511-c93ea6e4800d
643583126,643583112.0,636,sub-643488707/sub-643488707_ses-643583112_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-643488707/sub-643488707_ses-643583112_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-643488707/sub-643488707_ses-643583112_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/750/7c5/7507c554-12ab-4a97-a51e-06f8e995c6ad
643599478,643599465.0,636,sub-643488707/sub-643488707_ses-643599465_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-643488707/sub-643488707_ses-643599465_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-643488707/sub-643488707_ses-643599465_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/bd4/058/bd4058aa-2ae5-4498-bd3f-c38d63547a49
645081058,645081045.0,636,sub-645077860/sub-645077860_ses-645081045_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-645077860/sub-645077860_ses-645081045_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-645077860/sub-645077860_ses-645081045_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/989/3cd/9893cd17-ea8b-4a42-b1e3-0892b517349d
650074256,650074243.0,636,sub-648220984/sub-648220984_ses-650074243_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650074243_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650074243_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/ec4/564/ec4564e7-de02-4f53-a34c-7c7af69abe64
650074908,650074894.0,636,sub-648220984/sub-648220984_ses-650074894_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650074894_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650074894_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/248/13f/24813fa4-c14c-4a4b-8c3f-ccc59af75ef4
650076320,650076307.0,636,sub-648220984/sub-648220984_ses-650076307_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650076307_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650076307_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/810/359/8103596c-a7ae-4c6c-8c62-69b4310d26ef
650077366,650077353.0,636,sub-648220984/sub-648220984_ses-650077353_icephys.nwb,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650077353_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-648220984/sub-648220984_ses-650077353_icephys.nwb_FI.svg,https://dandiarchive.s3.amazonaws.com/blobs/7a6/85f/7a685f3b-58f7-4497-88a4-32ab1c878fd7
