specimen_id,dandiset,dandi_path,status,error_message,processing_time_s
643599478,000636,sub-643488707/sub-643488707_ses-643599465_icephys.nwb,already_exists,,0.0001461505889892578
674650150,000636,sub-674562997/sub-674562997_ses-674649969_icephys.nwb,already_exists,,4.38690185546875e-05
727398063,000636,sub-727391446/sub-727391446_ses-727398050_icephys.nwb,already_exists,,3.5762786865234375e-05
732105067,000636,sub-731978186/sub-731978186_ses-732105053_icephys.nwb,already_exists,,3.2901763916015625e-05
732115399,000636,sub-731978186/sub-731978186_ses-732115383_icephys.nwb,already_exists,,3.600120544433594e-05
732127116,000636,sub-731978186/sub-731978186_ses-732127099_icephys.nwb,already_exists,,3.3855438232421875e-05
732141043,000636,sub-731978186/sub-731978186_ses-732141029_icephys.nwb,already_exists,,3.1948089599609375e-05
732151679,000636,sub-731978186/sub-731978186_ses-732151663_icephys.nwb,already_exists,,3.2901763916015625e-05
732151711,000636,sub-731978186/sub-731978186_ses-732151698_icephys.nwb,already_exists,,4.124641418457031e-05
732162932,000636,sub-731978186/sub-731978186_ses-732162916_icephys.nwb,already_exists,,2.9802322387695312e-05
732171906,000636,sub-731978186/sub-731978186_ses-732171893_icephys.nwb,already_exists,,3.933906555175781e-05
732592325,000636,sub-731978186/sub-731978186_ses-732592126_icephys.nwb,already_exists,,3.0279159545898438e-05
732796127,000636,sub-731978186/sub-731978186_ses-732796111_icephys.nwb,already_exists,,3.1948089599609375e-05
732797657,000636,sub-731978186/sub-731978186_ses-732796148_icephys.nwb,already_exists,,3.0994415283203125e-05
734995812,000636,sub-731978186/sub-731978186_ses-734995561_icephys.nwb,already_exists,,2.9802322387695312e-05
737082707,000636,sub-736890023/sub-736890023_ses-737082393_icephys.nwb,already_exists,,3.0040740966796875e-05
737159000,000636,sub-736890023/sub-736890023_ses-737158770_icephys.nwb,already_exists,,2.8848648071289062e-05
737548051,000636,sub-737373545/sub-737373545_ses-737548009_icephys.nwb,already_exists,,3.1948089599609375e-05
737549021,000636,sub-737373545/sub-737373545_ses-737549006_icephys.nwb,already_exists,,2.8133392333984375e-05
737549661,000636,sub-737373545/sub-737373545_ses-737549646_icephys.nwb,already_exists,,3.0279159545898438e-05
737549830,000636,sub-737373545/sub-737373545_ses-737549815_icephys.nwb,already_exists,,2.9087066650390625e-05
737553506,000636,sub-737373545/sub-737373545_ses-737553491_icephys.nwb,already_exists,,3.0279159545898438e-05
737792547,000636,sub-737373545/sub-737373545_ses-737791768_icephys.nwb,already_exists,,2.9325485229492188e-05
737840287,000636,sub-737373545/sub-737373545_ses-737840111_icephys.nwb,already_exists,,3.123283386230469e-05
737933862,000636,sub-737373545/sub-737373545_ses-737933847_icephys.nwb,already_exists,,3.1948089599609375e-05
738006528,000636,sub-737373545/sub-737373545_ses-738006440_icephys.nwb,already_exists,,3.0040740966796875e-05
740650106,000636,sub-736890023/sub-736890023_ses-740649886_icephys.nwb,already_exists,,3.0994415283203125e-05
751208741,000636,sub-750786644/sub-750786644_ses-751208631_icephys.nwb,already_exists,,2.8848648071289062e-05
758286002,000636,sub-758233315/sub-758233315_ses-758285987_icephys.nwb,already_exists,,3.0040740966796875e-05
758287240,000636,sub-758233315/sub-758233315_ses-758287092_icephys.nwb,already_exists,,2.8848648071289062e-05
758308097,000636,sub-758233315/sub-758233315_ses-758308076_icephys.nwb,already_exists,,2.7894973754882812e-05
758308134,000636,sub-758233315/sub-758233315_ses-758308113_icephys.nwb,already_exists,,2.8848648071289062e-05
758315719,000636,sub-758233315/sub-758233315_ses-758315706_icephys.nwb,already_exists,,2.7894973754882812e-05
758654453,000636,sub-758233315/sub-758233315_ses-758653998_icephys.nwb,already_exists,,3.0994415283203125e-05
758889361,000636,sub-758233315/sub-758233315_ses-758889296_icephys.nwb,already_exists,,2.7894973754882812e-05
758924009,000636,sub-758233315/sub-758233315_ses-758923864_icephys.nwb,already_exists,,2.9802322387695312e-05
758978303,000636,sub-758233315/sub-758233315_ses-758978200_icephys.nwb,already_exists,,2.8848648071289062e-05
758996755,000636,sub-758233315/sub-758233315_ses-758996702_icephys.nwb,already_exists,,3.600120544433594e-05
759263650,000636,sub-750786644/sub-750786644_ses-759263587_icephys.nwb,already_exists,,3.0994415283203125e-05
760004944,000636,sub-759979832/sub-759979832_ses-760004921_icephys.nwb,already_exists,,3.0040740966796875e-05
760008335,000636,sub-759979832/sub-759979832_ses-760008240_icephys.nwb,already_exists,,2.8848648071289062e-05
760011302,000636,sub-759979832/sub-759979832_ses-760011285_icephys.nwb,already_exists,,2.8848648071289062e-05
760016220,000636,sub-759979832/sub-759979832_ses-760016169_icephys.nwb,already_exists,,2.9802322387695312e-05
760398902,000636,sub-760110174/sub-760110174_ses-760398865_icephys.nwb,already_exists,,2.7894973754882812e-05
760475311,000636,sub-760110174/sub-760110174_ses-760475053_icephys.nwb,already_exists,,4.792213439941406e-05
760672706,000636,sub-758233315/sub-758233315_ses-760672642_icephys.nwb,already_exists,,3.6716461181640625e-05
760677048,000636,sub-758233315/sub-758233315_ses-760676996_icephys.nwb,already_exists,,3.504753112792969e-05
760937460,000636,sub-758233315/sub-758233315_ses-760937374_icephys.nwb,already_exists,,3.790855407714844e-05
760944994,000636,sub-758233315/sub-758233315_ses-760944910_icephys.nwb,already_exists,,3.600120544433594e-05
766787545,000636,sub-766758349/sub-766758349_ses-766787512_icephys.nwb,already_exists,,3.504753112792969e-05
766789211,000636,sub-766758349/sub-766758349_ses-766789198_icephys.nwb,already_exists,,3.0040740966796875e-05
766790520,000636,sub-766758349/sub-766758349_ses-766790506_icephys.nwb,already_exists,,2.8848648071289062e-05
766791643,000636,sub-766758349/sub-766758349_ses-766791630_icephys.nwb,already_exists,,3.719329833984375e-05
766984328,000636,sub-766758349/sub-766758349_ses-766983957_icephys.nwb,already_exists,,2.9087066650390625e-05
767084655,000636,sub-766758349/sub-766758349_ses-767084283_icephys.nwb,already_exists,,3.0994415283203125e-05
767428165,000636,sub-767377358/sub-767377358_ses-767428117_icephys.nwb,already_exists,,2.8848648071289062e-05
767801031,000636,sub-767377358/sub-767377358_ses-767800905_icephys.nwb,already_exists,,2.7894973754882812e-05
768876954,000636,sub-768678784/sub-768678784_ses-768876927_icephys.nwb,already_exists,,2.8848648071289062e-05
768896551,000636,sub-768678784/sub-768678784_ses-768896509_icephys.nwb,already_exists,,3.0040740966796875e-05
770249617,000636,sub-770227957/sub-770227957_ses-770249578_icephys.nwb,already_exists,,3.2901763916015625e-05
770249934,000636,sub-770227957/sub-770227957_ses-770249912_icephys.nwb,already_exists,,2.9087066650390625e-05
770275450,000636,sub-770227957/sub-770227957_ses-770275397_icephys.nwb,already_exists,,3.0040740966796875e-05
