specimen_id,cell_name,donor,sex,age,brain_region,lobe,cortical_layer,target_layer,disease_category,condition,days_in_culture,genes_detected,has_ephys,has_morphology,transcriptomic_type_original,subclass_label_original,revised_subclass_label,broad_class,cross_species_type,l1_ttype,l1_cluster,l1_homology_type,core_l1_type,dendrite_type,normalized_depth,soma_depth_um,patched_cell_container,exp_component_name,dataset,subclass_scANVI,subclass_conf_scANVI,supertype_scANVI,supertype_conf_scANVI,sag,tau,input_resistance,rheobase_i,fi_fit_slope,v_baseline,avg_rate_hero,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,adapt_hero,latency_rheo,sag_tau,sag_area,peak_freq_chirp,peak_ratio_chirp,knn_subclass,knn_subclass_conf,knn_supertype,knn_supertype_conf,has_morphology_svg,has_trace_svg,umap_expr_1,umap_expr_2,umap_ephys_1,umap_ephys_2,umap_morph_1,umap_morph_2,adapt_max,adapt_mean,ahp_delay_ratio_5spike,ahp_delay_ratio_hero,avg_rate_rheo,downstroke_adapt_ratio,downstroke_hero,downstroke_ramp,downstroke_rheo,downstroke_short_square,fast_trough_deltav_hero,fast_trough_deltav_ramp,fast_trough_deltav_rheo,fast_trough_deltav_short_square,fast_trough_v_adapt_ratio,fast_trough_v_last_rheo,first_isi_inv_hero,first_isi_inv_rheo,isi_adapt_ratio,isi_cv_hero,isi_cv_max,isi_cv_mean,isi_norm_sq_var_hero,isi_norm_sq_var_max,isi_norm_sq_var_mean,latency_hero,mean_isi_hero,mean_isi_rheo,median_isi_hero,peak_deltav_hero,peak_deltav_ramp,peak_deltav_rheo,peak_deltav_short_square,peak_v_adapt_ratio,postap_slope_hero,postap_slope_ramp,postap_slope_rheo,postap_slope_short_square,sag_area_depol,sag_depol,sag_peak_t,sag_peak_t_depol,threshold_i_ramp,threshold_v_adapt_ratio,threshold_v_hero,threshold_v_ramp,threshold_v_rheo,trough_deltav_hero,trough_deltav_ramp,trough_deltav_rheo,trough_slowdeltav_hero,trough_slowdeltav_rheo,upstroke_adapt_ratio,upstroke_downstroke_ratio_hero,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_rheo,upstroke_hero,upstroke_ramp,upstroke_rheo,upstroke_short_square,vm_for_sag,width_adapt_ratio,width_hero,width_ramp,width_rheo,width_suprathresh_hero,width_suprathresh_ramp,width_suprathresh_rheo,width_suprathresh_short_square,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_depth_pc_2,axon_depth_pc_3,axon_emd_with_basal_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_x_over_y,axon_extent_y,axon_frac_above_basal_dendrite,axon_frac_below_basal_dendrite,axon_frac_intersect_basal_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_over_basal_dendrite_extent_x,axon_over_basal_dendrite_extent_y,axon_over_basal_dendrite_ratio_xy,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_x_over_y,basal_dendrite_extent_y,basal_dendrite_frac_above_axon,basal_dendrite_frac_below_axon,basal_dendrite_frac_intersect_axon,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_aligned_dist_from_pia
759263650,H18.03.316.12.07.02,H18.03.316,,,STG,TemL,5_6,,epilepsy,culture,16.0,9059.0,True,,Inh L2-4 PVALB WFDC2,PVALB,PVALB,GABAergic neuron,Pvalb 2,,,,,,,,PXS4_180927_352_A01,SM-GE5V9_S143_E1-50,LeeDalley,Pvalb,1.0,Pvalb_2,0.9227151274681092,0.134674549,0.014896614,110.4018018,160.0,0.305,-59.4631218,13.0,2.605732591,-49.05416807,0.002473333,0.025582483,0.11748,,0.0,,,Pvalb,1.0,Pvalb_2,0.8,False,True,-3.9644158,-11.197175,-3.939500570297241,17.016748428344727,,,0.041539636,0.027130949,0.013495277,0.020118594,1.0,0.986066374,-145.1050423,-145.3507898,-139.0251699,-61.15234783,-24.51250458,-25.93625221,-25.25624847,-0.120833715,0.988119607,-45.54999924,18.60811314,,1.526711409,0.137097866,0.182382174,0.149593223,0.001585179,0.002942814,0.001770876,0.03986,0.073048333,,0.07275,51.27500153,50.76749992,49.38750267,43.17291705,1.002758367,0.089259869,0.259983555,-0.5155268,-0.806905369,0.963754453,0.21483092,0.11196,0.11968,176.3,0.975379923,-21.21875,-18.81624947,-20.29375076,-24.72500229,-26.15750389,-25.50624847,-0.212497711,-0.25,0.958595039,1.650856038,1.548733274,1.561822309,239.5475352,225.1075701,217.1326119,113.447031,-67.69999695,1.0,0.0006,0.000628,0.00064,0.00046,0.000472,0.0005,0.004713333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759960718,H18.28.026.12.07.01,H18.28.026,,,TemL,TemL,2,,tumor,acute,0.0,1952.0,,True,Inh L1-3 SST CALB1,SST,SST,GABAergic neuron,Sst 5,,,,,,,,PGS4_180928_402_A01,SM-GE5UU_S002_E1-50,LeeDalley,Sst,1.0,Sst_23,0.968319833278656,,,,,,,,,,,,,,,,,Sst,1.0,Sst_11,0.6,True,False,-0.89971507,-10.526798,,,-3.8349344730377197,8.327279090881348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56367731,-825.1087625,-24.14719584,-387.6142977,-179.9409697,-226.0876419,43.93320475,16.16049731,0.552047805,325.2557981,0.319656526,1017.516526,0.00865344,0.647952723,0.343393837,13.0,977.3872531,1178.671548,0.757047112,69.0,5.346879881,7.639163482,0.699930024,0.426973407,0.849936682,5921.851554,24.93201494,13.63815974,4.0,60.83095288,0.456697834,133.1973754,0.0,0.0,1.0,4.0,113.4168521,185.7426366,0.675054724,0.831618036,12.0,0.369942197,0.267822736,0.5,0.5,0.0,724.1026568,1902.385312,267.4309127
759960735,H18.28.026.12.07.02,H18.28.026,,,TemL,TemL,3,,tumor,acute,0.0,6572.0,,,Inh L2-4 PVALB WFDC2,PVALB,PVALB,GABAergic neuron,Pvalb 2,,,,,,,,PGS4_180928_403_A01,SM-GE5UU_S003_E1-50,LeeDalley,Pvalb,1.0,Pvalb_3,0.9752284288406372,,,,,,,,,,,,,,,,,Pvalb,1.0,Pvalb_14,0.5333333333333333,False,False,-2.2843094,-12.981131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760004944,H18.06.364x.11.01.01,H18.06.364,,,FroL,FroL,,,tumor,culture,5.0,7911.0,True,,Inh L4-5 PVALB MEPE,PVALB,PVALB,GABAergic neuron,,,,,,,,,PXS4_181002_354_A01,SM-GE5VE_S053_E1-50,LeeDalley,Pvalb,0.9999996423721312,Pvalb_14,0.6886298060417175,0.260522544,0.012245685,158.7497592,160.0,0.533823529,-59.91908229,22.0,1.725607665,-26.45000076,0.00046,0.011399438,0.02834,,0.0,,,Pvalb,1.0,Pvalb_2,0.8,False,True,-3.928445,-10.988961,-5.522309303283691,18.302656173706055,,,0.346575533,0.122098939,0.030012505,0.030012505,2.0,0.938693091,-207.2902802,-157.8192869,-200.9575109,-218.3200194,-30.48125076,-33.25208346,-30.61249733,-24.61250305,0.996372133,-47.59375381,32.91639236,1.562109473,1.1375,0.134319662,0.942116403,0.300795364,0.004694742,0.295573456,0.10040133,0.0203,0.04146,0.64016,0.04008,58.5375061,43.14999962,58.91250038,68.69374847,0.948658915,1.679877423,1.505199107,0.972818499,-1.635025621,0.0,0.076710455,0.05826,0.03912,191.625,0.862020336,-17.75625229,-12.5729173,-18.30000114,-30.70000076,-33.39791552,-30.76249886,-0.21875,-0.150001526,0.862379442,1.617724848,1.141858303,1.614440498,335.3386371,181.2441643,324.4339439,376.7346988,-72.34375,1.083333333,0.00048,0.0007,0.0005,0.00036,0.000426667,0.00038,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760008335,H18.06.364x.11.01.02,H18.06.364,,,FroL,FroL,,,tumor,culture,5.0,5239.0,True,,Inh L2-4 VIP SPAG17,VIP,VIP,GABAergic neuron,,,,,,,,,PXS4_181002_355_A01,SM-GE5VE_S054_E1-50,LeeDalley,Vip,0.9999997615814208,Vip_4,0.9998761415481568,0.32198745,0.01478215,540.240407,50.0,0.239904038,-60.12667054,11.0,1.860017165,-25.6775013,0.001244,0.029948405,0.11442,0.089612759,2.406545313,,,Vip,1.0,Vip_4,1.0,False,True,-1.1179713,-6.75663,-1.994564414024353,16.817358016967773,,,0.029948405,0.024323586,0.026816187,0.026816187,11.0,0.901028349,-184.2146718,,-184.2146718,-164.1278545,-36.61875153,,-36.61875153,-30.63250084,0.990738597,-53.26250076,20.99076406,20.99076406,1.527287993,0.267414025,0.267414025,0.226604764,0.010912702,0.010912702,0.007336734,0.11442,0.081666,0.081666,0.07736,67.70625305,,67.70625305,60.79875259,0.947603737,0.300331909,,0.300331909,-0.891397365,,,0.0406,,,0.921554567,-17.36875153,,-17.36875153,-36.99999619,,-36.99999619,-0.381244659,-0.381244659,0.849857598,1.801179066,,1.801179066,331.8036105,,331.8036105,328.5451271,-104.9937515,1.096774194,0.00062,,0.00062,0.00044,,0.00044,0.001328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760011302,H18.06.364x.11.01.03,H18.06.364,,,FroL,FroL,2,,tumor,culture,5.0,7366.0,True,,Inh L2-5 PVALB SCUBE3,PVALB,PVALB,GABAergic neuron,,,,,,,,,PXS4_181002_356_A01,SM-GE5VE_S055_E1-50,LeeDalley,Chandelier,0.9986270666122437,Chandelier_1,0.982105016708374,0.282327086,0.014638874,302.5123179,110.0,1.9,-59.54464976,77.0,1.765121565,-18.78125,0.00058,0.000664947,0.01076,0.164811887,1.812708906,,,Chandelier,1.0,Chandelier_2,0.8,False,True,-3.5516772,-9.171426,-3.1495964527130127,16.908428192138672,,,0.000664947,0.000355273,0.150478796,0.202852615,1.0,0.705765195,-155.0860659,,-157.1279381,-164.1119351,-10.49999619,,-23.34375381,-31.53125381,0.946760363,-46.20000458,86.50519031,,0.908062235,0.073164153,0.093991457,0.083577805,0.001021898,0.001021898,0.000973328,0.0046,0.011337632,,0.01122,68.8500061,,55.42499924,53.44374847,0.727051798,2.008227965,,0.986114403,-1.051299032,0.0,0.052731436,0.03796,0.19322,,0.636624888,-34.96875381,,-22.85625076,-10.54374695,,-23.43750381,-0.043750763,-0.09375,0.501553297,1.822396629,,1.730206276,282.6283237,,271.8637446,289.6775158,-89.38749695,1.444444444,0.00054,,0.00054,0.00048,,0.00044,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760016220,H18.06.364x.11.01.04,H18.06.364,,,FroL,FroL,3,,tumor,culture,5.0,9100.0,True,,Inh L2-4 PVALB WFDC2,PVALB,PVALB,GABAergic neuron,Pvalb 2,,,,,,,,PXS4_181002_357_A01,SM-GE5VE_S056_E1-50,LeeDalley,Pvalb,0.9999960660934448,Pvalb_3,0.9042067527770996,0.196455926,0.011426461,106.0938761,150.0,0.45,-60.01077991,19.0,1.619262424,-31.21250153,0.0004,0.016867063,0.1013,,0.0,,,Pvalb,1.0,Pvalb_1,0.4666666666666667,False,True,-3.4723547,-7.857076,-5.926383972167969,18.692296981811523,,,0.563183305,0.15659405,0.014166981,0.026528632,1.0,1.006531721,-245.5832845,-247.1319591,-245.4350928,-265.8662307,-25.54375076,-26.47916794,-25.49375343,-21.44375229,1.003039544,-49.60000229,28.71912694,,1.75600874,0.147372086,0.563183305,0.253862888,0.000958329,0.317175435,0.080608452,0.03388,0.053341111,,0.05302,64.11875534,64.07500203,64.37500191,72.60625076,1.000933088,-0.096690674,-0.497562506,-0.98446309,-1.81579484,1.313096719,0.268041492,0.0459,0.0939,164.875,1.038461491,-24.10000229,-23.32500076,-24.10624886,-25.93125153,-27.08750153,-26.09375572,-0.387500763,-0.600002289,0.984980083,1.588801938,1.549055935,1.572678727,390.1831984,382.801002,385.9905494,430.5071971,-67.52500916,1.0,0.00042,0.00042,0.00042,0.00032,0.00032,0.00032,0.00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760398902,H18.06.365.11.08.01.01,H18.06.365,,,MFG,FroL,,,tumor,acute,0.0,7032.0,True,,Inh L5-6 PVALB LGR5,PVALB,PVALB,GABAergic neuron,,,,,,,,,P8S4_181003_353_A01,SM-GE5VE_S071_E1-50,LeeDalley,Pvalb,0.9999996423721312,Pvalb_9,1.0,0.148734748,0.011917484,178.4376055,59.99999619,0.605000031,-59.66090563,24.0,1.939834111,-29.63125229,0.0004,0.00821156,0.15274,,0.0,,,Pvalb,1.0,Pvalb_9,1.0,False,True,-2.1911156,-12.766519,-3.3077590465545654,19.664588928222656,,,0.024379828,0.012037475,0.019674355,0.03247331,1.0,0.947320925,-245.598291,-222.1715139,-222.3979912,-252.9822655,-27.24375534,-31.36666807,-30.88124847,-23.625,1.006255277,-52.79375076,31.9284802,,1.401475237,0.092629768,0.215245126,0.126450489,0.000712035,0.01153626,0.004146495,0.02384,0.040574783,,0.04096,65.16249847,58.03958702,58.91875458,72.06875229,0.97897558,-0.13347589,-0.465541851,-0.624188955,-2.166273441,0.0,0.137504935,0.07352,0.1151,77.75,0.968890092,-24.86249924,-20.23333422,-21.91250229,-27.81874847,-31.99583371,-31.69999695,-0.574993134,-0.818748474,0.951453168,1.777432713,1.604657878,1.626068159,436.5344368,356.5720093,361.634292,490.7436281,-75.25000763,1.0,0.00042,0.000473333,0.00046,0.00034,0.00034,0.00036,0.00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760475311,H18.06.365.11.08.01.03,H18.06.365,,,MFG,FroL,5_6,,tumor,acute,0.0,7070.0,True,,Inh L2-4 PVALB WFDC2,PVALB,PVALB,GABAergic neuron,Pvalb 2,,,,,,,,P8S4_181003_355_A01,SM-GE5VE_S073_E1-50,LeeDalley,Pvalb,0.9999902248382568,Pvalb_15,1.0,0.121243931,0.011624825,136.2499148,90.0,0.124299064,-62.82429848,11.0,1.53741273,-29.30781269,0.000335,0.141802323,0.09432,,0.0,2.100625987,1.109000325,Pvalb,1.0,Pvalb_15,1.0,False,True,-0.92277884,-12.833731,-6.596995830535889,20.833999633789062,,,0.141802323,0.110030586,0.116477273,0.017184943,6.0,0.952840553,-264.1381175,-267.6162078,-263.8913426,-296.3364723,-13.76250458,-25.33281422,-15.61250496,-14.27500057,0.991392554,-45.09375381,344.8275862,280.8988764,1.312849162,1.511084203,1.511084203,0.903232472,0.059502744,0.059502744,0.032550718,0.02188,0.008924,0.004668,0.0037,66.11874771,58.34062958,64.39999962,70.61874962,0.968678979,7.197222338,4.08560639,5.348916928,7.340750014,0.0,0.229554594,0.04816,0.06576,293.78125,1.008934488,-31.08124924,-19.72812557,-28.68124962,-13.80000305,-25.42031384,-15.64375114,-0.037498474,-0.031246185,0.936932283,1.60114968,1.337837259,1.577741317,422.9246623,358.0670548,416.3522744,455.5833257,-72.59999847,1.055555556,0.00036,0.00039,0.00036,0.00032,0.0003,0.0003,0.00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760672706,H18.03.317.14.04.01,H18.03.317,,,TemL,TemL,4,,epilepsy,culture,9.0,7277.0,True,,Inh L2-4 SST FRZB,SST,PVALB,GABAergic neuron,,,,,,,,,PXS4_181004_351_A01,SM-GE5V2_S006_E1-50,LeeDalley,Pvalb,0.9999581575393676,Pvalb_1,0.6212624907493591,0.312005192,0.01325714,354.9997211,40.0,1.022058799,-59.53648249,51.0,1.675046487,-26.80624962,0.00041,0.001833257,0.15008,0.141579264,1.443063906,,,Pvalb,1.0,Pvalb_10,0.4666666666666667,False,True,-3.1376684,-10.022306,-2.6893744468688965,19.11756134033203,,,0.011823089,0.004220011,0.015407986,0.056429232,8.0,1.018767319,-211.071316,-202.8110378,-181.9955917,-230.7715837,-27.73750305,-29.27291807,-28.83750153,-28.52187729,1.010224676,-53.41875076,55.30973451,12.56281407,1.281226439,0.0874608,0.211122841,0.11064108,0.000726974,0.020500429,0.004619507,0.01752,0.0194828,0.11124,0.01935,54.875,53.1458346,49.53125191,57.68437672,1.021802325,1.291328513,0.905852511,-0.017720545,-0.055770684,0.0,0.117385142,0.04132,0.0964,39.5,1.025546435,-26.15625,-23.72500038,-23.73125076,-28.00625229,-29.44791603,-29.25000381,-0.268749237,-0.412502289,1.018666365,1.649659543,1.567329736,1.561875514,348.1958107,317.7236229,284.2544583,386.5501447,-85.13124847,1.0,0.00044,0.000453333,0.0005,0.00032,0.00034,0.00036,0.00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760677048,H18.03.317.14.04.02,H18.03.317,,,TemL,TemL,5_6,,epilepsy,culture,9.0,8815.0,True,,Inh L5-6 SST MIR548F2,PVALB,PVALB,GABAergic neuron,,,,,,,,,PXS4_181004_352_A01,SM-GE5V2_S007_E1-50,LeeDalley,Sst,0.9997838139533995,Sst_1,0.5493968725204468,0.071479104,0.028333259,238.5936677,40.0,0.169999997,-65.55933952,9.0,1.898615898,-33.03749847,0.00066,-0.00330139,0.5602,,0.0,,,Sst,0.9333333333333332,Sst_7,0.9333333333333332,False,True,-4.6455755,-9.321517,-1.5160824060440063,16.511409759521484,,,-0.002688313,-0.005419682,0.035219326,0.046068796,2.0,0.987451913,-148.552765,-147.3175954,-149.3947093,-161.5926823,-33.02500153,-33.19166629,-33.04999542,-33.55001068,0.993128272,-62.78750229,9.777082519,2.429661305,0.940227137,0.017302872,0.033326068,0.020726103,8.58e-05,0.000595261,0.000353406,0.1962,0.0992675,0.41158,0.09914,64.73750305,63.23125331,65.26875305,65.45625305,0.962654165,-1.42452996,-1.090506146,-1.436913213,-1.176892406,0.0,0.02700676,0.15028,0.89016,42.45833333,0.997842103,-29.00625229,-29.89791807,-29.88125229,-34.79999924,-34.96874809,-34.87499619,-1.774997711,-1.825000763,0.933391147,1.929341394,1.913813857,1.926632354,286.6089986,281.9840337,287.8286805,306.8024357,-87.57500458,1.028571429,0.0007,0.000713333,0.0007,0.00054,0.000526667,0.00054,0.00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760937460,H18.03.317.14.05.01,H18.03.317,,,TemL,TemL,3,,epilepsy,culture,10.0,10747.0,True,,Inh L2-3 VIP CASC6,VIP,VIP,GABAergic neuron,,,,,,,,,PXS4_181005_353_A01,SM-GE5V2_S056_E1-50,LeeDalley,Vip,1.0,Vip_4,0.6748421788215637,0.087884113,0.027058436,319.2188144,59.99999619,0.171296311,-60.41578258,6.0,0.725275883,-16.73750114,0.00036,0.057248916,0.1449,,0.0,,,Vip,1.0,Vip_9,1.0,False,True,-0.32307005,-5.2300043,-4.0154571533203125,17.38468360900879,,,0.110338612,0.065975003,0.024294832,0.037601626,1.0,0.730323801,-97.49563075,-63.30376046,-105.1822998,-126.3165258,-26.65625572,-25.23749924,-29.99374962,-30.76250267,0.932273809,-51.94374847,26.82403433,,1.567785668,0.156117773,0.554837028,0.267402231,0.004918188,0.040532291,0.017984516,0.08454,0.047792,,0.04966,40.16249943,26.32500267,39.22499847,22.36875153,0.411000423,0.330722659,0.103632287,0.147767173,-12.38273438,0.549081484,0.14888902,0.09742,0.22202,83.75,0.843901199,-24.23124886,-21.19375229,-21.94999886,-26.87500191,-46.79999924,-30.16874886,-0.218746185,-0.174999237,0.51602382,1.18128219,0.728750354,1.25515331,115.1698522,46.13263784,132.0199118,91.61432988,-91.71875763,0.645833333,0.00094,0.00238,0.0009,0.00056,0.00074,0.0005,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760944994,H18.03.317.14.05.02,H18.03.317,,,TemL,TemL,2,,epilepsy,culture,10.0,7365.0,True,True,Inh L2-5 PVALB SCUBE3,PVALB,PVALB,GABAergic neuron,,,,,,,,,PXS4_181005_354_A01,SM-GE5V2_S057_E1-50,LeeDalley,Chandelier,0.9992702603340148,Chandelier_1,0.9821838140487672,0.243790388,0.014247296,253.1248033,50.0,0.717341033,-59.57789855,32.0,1.780134119,-38.16458511,0.00042,-0.015703737,0.4288,0.062322135,0.619451719,,,Chandelier,1.0,Chandelier_2,0.7333333333333333,True,True,-3.1888063,-9.960981,-2.5016210079193115,18.296310424804688,-0.8439037799835205,8.582662582397461,0.11434551,0.023213305,0.065845406,0.046088539,2.0,1.052421514,-192.4668652,-143.8914205,-187.03929,-181.2731978,-17.56874847,-23.53958066,-23.05624962,-14.15624873,0.996708892,-50.47500229,9.922603691,2.963314171,2.075067507,0.423257104,0.423257104,0.204115508,0.01239099,0.052478636,0.017420823,0.01436,0.030729032,0.33746,0.02796,57.48749924,44.4895846,54.33125305,57.34583537,1.053217858,0.120653285,-0.453134791,-0.914116997,-1.536553703,0.0,0.168563113,0.04494,0.44778,56.41666667,1.115001359,-33.36249924,-26.64583524,-27.53125191,-17.83125305,-24.58333015,-24.39999962,-0.262504578,-1.34375,1.106988035,1.731356263,1.539025495,1.521027106,333.2287124,221.5902567,284.49183,322.6921543,-78.91874695,0.933333333,0.00044,0.000546667,0.00048,0.00034,0.000393333,0.00038,0.00036,18.86798213,-149.8994185,554.0349876,-767.8858612,192.6208531,-204.7126974,6.836560249,14.58244473,0.58170927,359.9857698,1.0136126,355.1512381,0.0,0.033342595,0.966657405,20.0,271.3762239,550.1160139,0.789138499,243.0,2.548032257,1.163071153,2.190779344,0.460544596,0.734648513,8896.629147,8.136986678,-70.13932922,4.0,141.2799107,0.462672155,305.3564154,0.027196653,0.0,0.972803347,4.0,194.9146626,355.7666753,0.679530132,0.95413359,14.0,0.469665272,0.328451883,0.5,0.5,0.0,1204.766387,3626.191387,300.4634492
765420609,H18.29.130.11.32.01,H18.29.130,,,FroL,FroL,3,,tumor,acute,0.0,4486.0,,,Inh L4-6 PVALB SULF1,PVALB,PVALB,GABAergic neuron,Pvalb 2,,,,,,,,PHS4_181015_303_A01,SM-GE8WI_S102_E1-50,LeeDalley,L4 IT,0.9999997615814208,L4 IT_2,0.9999960660934448,,,,,,,,,,,,,,,,,Sst Chodl,1.0,Sst Chodl_1,1.0,False,False,1.771322,-9.564179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765422339,H18.29.130.11.30.01,H18.29.130,,,FroL,FroL,3,,tumor,acute,0.0,3642.0,,,Inh L2-6 LAMP5 CA1,LAMP5/PAX6/Other,LAMP5/PAX6/Other,GABAergic neuron,,,,,,,,,PHS4_181015_305_A01,SM-GE8WI_S103_E1-50,LeeDalley,L4 IT,0.9999979734420776,L4 IT_2,0.9999991655349731,,,,,,,,,,,,,,,,,Sst Chodl,1.0,Sst Chodl_1,1.0,False,False,-1.5549566,-8.983296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766787545,H18.06.366.15.03.01.01,H18.06.366,M,38 yrs,MTG,TemL,2,3.0,epilepsy,acute,0.0,6038.0,True,False,Inh L1-2 VIP TSPAN12,VIP,VIP,GABAergic neuron,,VIP TSPAN12,VIP+ |b,VIP,True,aspiny,,,P2S4_181022_054_A01,SM-GE5UQ_S105_E1-50,both,Sncg,0.999808132648468,Sncg_4,0.9284772276878356,0.237713084,0.017211089,425.4690111,29.99999809,0.184999998,-57.88210487,20.0,2.488942292,-32.70000076,0.00066,0.03082546,0.03924,0.100413024,1.427996875,,,Sncg,0.9333333333333332,Sncg_6,0.6,False,True,1.1971637,-5.731605,-4.959502696990967,14.094280242919922,,,0.123919502,0.084087949,0.016545601,0.034683955,2.0,0.782166944,-128.3358402,-110.6097206,-119.7350268,-131.4307878,-15.23750305,-18.60416857,-18.03125,-15.70000076,0.986893272,-56.89374924,49.40711462,1.354316206,2.72265625,0.370072178,0.69396882,0.371378424,0.009304814,0.058277025,0.028970499,0.00878,0.045217895,0.73838,0.04008,79.35000229,77.46666654,78.09375763,75.40000534,0.919190343,0.530802081,0.435408792,0.068798719,-0.153034692,0.0,0.278389543,0.06312,0.13464,55.66666667,0.827738396,-39.79999924,-29.21666654,-38.58125305,-15.31875229,-18.80000242,-18.11874771,-0.081249237,-0.087497711,0.680539805,2.655910607,2.795112233,2.694751831,340.8485193,309.1060973,322.6561827,327.1236462,-89.6937561,1.25,0.00068,0.000813333,0.00076,0.0006,0.000713333,0.00066,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766789211,H18.06.366.15.21.01.02,H18.06.366,,,MTG,TemL,3,,epilepsy,acute,0.0,7810.0,True,True,Inh L2-4 PVALB WFDC2,PVALB,PVALB,GABAergic neuron,Pvalb 2,,,,,,,,PAS4_181022_456_A01,SM-GE5UQ_S116_E1-50,LeeDalley,Pvalb,1.0,Pvalb_2,0.974961280822754,0.055099148,0.010441824,176.4062792,50.0,0.545,-72.44412994,26.0,2.019085673,-42.18749809,0.00059,0.005209439,0.08,,0.0,,,Pvalb,1.0,Pvalb_2,0.4,True,True,0.3448933,-12.870046,-2.567298173904419,18.08251190185547,-0.3102521300315857,9.822983741760254,0.166234098,0.046439704,0.05792,0.096446701,3.0,0.977285111,-167.5468559,-156.7063359,-147.9910359,-169.4855744,-23.13125229,-32.1541659,-25.95000076,-25.61562538,1.017328971,-68.2250061,32.59452412,5.103082262,1.372755147,0.066168758,0.166234098,0.089919232,0.000219971,0.027633775,0.00719588,0.02102,0.0382352,0.23503,0.0389,68.1312542,59.12083371,62.10625458,67.70937252,0.945477004,-1.358759549,-0.794511508,-0.885721161,-1.392519537,0.0,0.131071284,0.04312,0.13956,54.375,0.953470928,-42.81250381,-36.12083308,-40.60000229,-24.22499466,-33.15624873,-27.29999924,-1.093742371,-1.349998474,0.907420987,2.084920147,1.761465647,2.103324429,349.3218155,276.0697263,311.273161,342.4578277,-86.75,1.068965517,0.00056,0.000666667,0.00062,0.00048,0.0005,0.0005,0.00045,140.3816804,116.4686088,434.6374501,930.2452777,-392.8379415,-32.96414357,14.43067743,0.0,0.480538303,759.9535692,0.799134075,950.9712992,0.244043824,0.008811083,0.747145093,25.0,651.7290364,1043.633219,0.843055781,383.0,3.186885753,2.128680902,1.497117652,0.480725755,0.492667092,24675.3644,64.21258022,-232.0981794,7.0,238.462759,0.533781746,446.7420638,0.0,0.0,1.0,2.0,348.5350298,565.3598078,0.71760781,0.787286003,15.0,0.454145268,0.657373441,0.142857143,0.714285714,0.142857143,1753.43502,4333.869411,601.903064
