specimen_id,cell_name,dataset,donor,lab,ephys_status,ephys_dandiset,ephys_dandi_path,ephys_dandi_asset_id,ephys_dandi_download_url,ephys_local_nwb_path,ephys_features_csv_upstream,morphology_swc_url,morphology_bil_source,morphology_local_swc_path,morphology_features_csv_upstream,expression_status,expression_h5ad_path,expression_h5ad_obs_index,expression_raw_source,morphology_svg_repo,ephys_trace_svg_repo,ephys_fi_curve_svg_repo,upstream_metadata_csv
941862585,H19.06.361.11.52.07,LeeDalley,H19.06.361,,dandi_mapped,000636,sub-940797963/sub-940797963_ses-941862403_icephys.nwb,1dca4ebb-b3eb-4bfc-ab34-0ec9a6719647,https://api.dandiarchive.org/api/assets/1dca4ebb-b3eb-4bfc-ab34-0ec9a6719647/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/941862585/H19.06.361.11.52.07_1041489073_m.swc,69fe_dirlist,data/morphology/swc/941862585_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_190909_357_A01,,morphology_svgs/941862585_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-940797963/sub-940797963_ses-941862403_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-940797963/sub-940797963_ses-941862403_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
941896404,H19.06.361.11.52.08,LeeDalley,H19.06.361,,dandi_mapped,000636,sub-940797963/sub-940797963_ses-941896067_icephys.nwb,922a80d6-22c8-4079-9194-60154d691400,https://api.dandiarchive.org/api/assets/922a80d6-22c8-4079-9194-60154d691400/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/group/20230426/swc/941896404/941896404_upright.swc,group_20230426,data/morphology/swc/941896404_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_190909_358_A01,,morphology_svgs/941896404_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-940797963/sub-940797963_ses-941896067_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-940797963/sub-940797963_ses-941896067_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
941919377,H19.06.361.11.52.09,LeeDalley,H19.06.361,,dandi_mapped,000636,sub-940797963/sub-940797963_ses-941919244_icephys.nwb,93f673f9-723d-4373-a437-2ee961ff8f61,https://api.dandiarchive.org/api/assets/93f673f9-723d-4373-a437-2ee961ff8f61/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/941919377/H19.06.361.11.52.09_1041515309_m.swc,69fe_dirlist,data/morphology/swc/941919377_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_190909_359_A01,,morphology_svgs/941919377_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-940797963/sub-940797963_ses-941919244_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-940797963/sub-940797963_ses-941919244_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
960630346,H19.26.405.12.56.01.01,LeeDalley,H19.26.405,,dandi_mapped,000636,sub-956866262/sub-956866262_ses-960630106_icephys.nwb,afd03578-5e77-46da-8616-3d88892fd1f9,https://api.dandiarchive.org/api/assets/afd03578-5e77-46da-8616-3d88892fd1f9/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/group/20230426/swc/960630346/960630346_upright.swc,group_20230426,data/morphology/swc/960630346_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_191003_351_A01,,morphology_svgs/960630346_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-956866262/sub-956866262_ses-960630106_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-956866262/sub-956866262_ses-960630106_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
960790148,H19.26.405.12.56.01.03,LeeDalley,H19.26.405,,dandi_mapped,000636,sub-956866262/sub-956866262_ses-960789211_icephys.nwb,3cd5f313-ff74-4722-8600-2200217284b6,https://api.dandiarchive.org/api/assets/3cd5f313-ff74-4722-8600-2200217284b6/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/960790148/H19.26.405.12.56.01.03_1125277340_m.swc,69fe_dirlist,data/morphology/swc/960790148_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_191003_353_A01,,morphology_svgs/960790148_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-956866262/sub-956866262_ses-960789211_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-956866262/sub-956866262_ses-960789211_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
966905488,H19.06.363.11.51.01.04,LeeDalley,H19.06.363,,dandi_mapped,000636,sub-965157881/sub-965157881_ses-966905414_icephys.nwb,d08dadf9-7197-44b7-97f9-5e680deeac9e,https://api.dandiarchive.org/api/assets/d08dadf9-7197-44b7-97f9-5e680deeac9e/download/,data/nwb_cache/966905488.nwb,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/966905488/H19.06.363.11.51.01.04_1111020925_m.swc,69fe_dirlist,data/morphology/swc/966905488_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_191014_354_A01,,morphology_svgs/966905488_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-965157881/sub-965157881_ses-966905414_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-965157881/sub-965157881_ses-966905414_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
966910744,H19.06.363.11.51.01.05,LeeDalley,H19.06.363,,dandi_mapped,000636,sub-965157881/sub-965157881_ses-966910704_icephys.nwb,6f6abccc-e1ff-4b3b-be2c-8eafc6889ee8,https://api.dandiarchive.org/api/assets/6f6abccc-e1ff-4b3b-be2c-8eafc6889ee8/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/group/20230426/swc/966910744/966910744_upright.swc,group_20230426,data/morphology/swc/966910744_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_191014_355_A01,,morphology_svgs/966910744_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-965157881/sub-965157881_ses-966910704_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-965157881/sub-965157881_ses-966910704_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
992386355,H19.28.018.11.06.04,L1,H19.28.018,,dandi_228_lab28,000228,sub-H19-28-018/sub-H19-28-018_obj-1uetfl7_icephys.nwb,9f59cb88-dfc6-460c-8329-74524625b464,https://api.dandiarchive.org/api/assets/9f59cb88-dfc6-460c-8329-74524625b464/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/992386355/992386355_upright.swc,49e6_upright,data/morphology/swc/992386355_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,raw_rdata_only,,,patchseq_human_L1/data/ps_human.RData (object: datPS),morphology_svgs/992386355_morphology.svg,,,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1001422905,H20.03.302.11.09.01.01,L1,H20.03.302,,dandi_mapped,000630,sub-1001372857/sub-1001372857_ses-1001422850_icephys.nwb,c074820d-85dc-439d-adc5-aa4a4a628e0d,https://api.dandiarchive.org/api/assets/c074820d-85dc-439d-adc5-aa4a4a628e0d/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1001422905/H20.03.302.11.09.01.01_1081419098_m.swc,69fe_dirlist,data/morphology/swc/1001422905_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,P8S4_200121_352_A01,,morphology_svgs/1001422905_morphology.svg,intraDANDI_explorer-master/data/traces/000630/sub-1001372857/sub-1001372857_ses-1001422850_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000630/sub-1001372857/sub-1001372857_ses-1001422850_icephys.nwb_FI.svg,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1001425139,H20.03.302.11.09.01.02,L1,H20.03.302,,dandi_mapped,000630,sub-1001372857/sub-1001372857_ses-1001425093_icephys.nwb,f1c8aea0-ec93-40e9-8c7f-28c8e0a1c7ee,https://api.dandiarchive.org/api/assets/f1c8aea0-ec93-40e9-8c7f-28c8e0a1c7ee/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1001425139/H20.03.302.11.09.01.02_1081419620_m.swc,69fe_dirlist,data/morphology/swc/1001425139_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,P8S4_200121_353_A01,,morphology_svgs/1001425139_morphology.svg,intraDANDI_explorer-master/data/traces/000630/sub-1001372857/sub-1001372857_ses-1001425093_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000630/sub-1001372857/sub-1001372857_ses-1001425093_icephys.nwb_FI.svg,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1001483877,H20.03.302.11.09.01.09,L1,H20.03.302,,dandi_mapped,000630,sub-1001372857/sub-1001372857_ses-1001483851_icephys.nwb,581404e3-67fd-4828-a244-e848f8c0d5f7,https://api.dandiarchive.org/api/assets/581404e3-67fd-4828-a244-e848f8c0d5f7/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1001483877/H20.03.302.11.09.01.09_1076290292_m.swc,69fe_dirlist,data/morphology/swc/1001483877_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,P8S4_200121_360_A01,,morphology_svgs/1001483877_morphology.svg,intraDANDI_explorer-master/data/traces/000630/sub-1001372857/sub-1001372857_ses-1001483851_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000630/sub-1001372857/sub-1001372857_ses-1001483851_icephys.nwb_FI.svg,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1002962250,H20.03.302.11.52.01.07,LeeDalley,H20.03.302,,dandi_mapped,000636,sub-1001372857/sub-1001372857_ses-1002962014_icephys.nwb,99688d9d-b0b9-4dea-b024-18e2fa022335,https://api.dandiarchive.org/api/assets/99688d9d-b0b9-4dea-b024-18e2fa022335/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1002962250/H20.03.302.11.52.01.07_1111028432_m.swc,69fe_dirlist,data/morphology/swc/1002962250_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,in_h5ad_export,data/patchseq/exports/patchseq_leedalley.h5ad,PCS4_200124_657_A01,,morphology_svgs/1002962250_morphology.svg,intraDANDI_explorer-master/data/traces/000636/sub-1001372857/sub-1001372857_ses-1002962014_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000636/sub-1001372857/sub-1001372857_ses-1002962014_icephys.nwb_FI.svg,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
1004840721,H20.28.001.11.05 .01,L1,H20.28.001,,not_in_dandi_map,,,,,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/1004840721/1004840721_upright.swc,efb9_upright,data/morphology/swc/1004840721_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,raw_rdata_only,,,patchseq_human_L1/data/ps_human.RData (object: datPS),morphology_svgs/1004840721_morphology.svg,,,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1004840833,H20.28.001.11.05.05,L1,H20.28.001,,not_in_dandi_map,,,,,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/ef/b9/efb9b12ba2fab63d/1004840833/1004840833_upright.swc,efb9_upright,data/morphology/swc/1004840833_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,PGS4_200122_702_A01,,morphology_svgs/1004840833_morphology.svg,,,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1005083233,H20.03.303.11.04.01.06,L1,,,dandi_mapped,000630,sub-1005024327/sub-1005024327_ses-1005083132_icephys.nwb,75fa33d6-3c49-4486-85b1-471a96f20f50,https://api.dandiarchive.org/api/assets/75fa33d6-3c49-4486-85b1-471a96f20f50/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1005083233/H20.03.303.11.04.01.06_1041514605_m.swc,69fe_dirlist,data/morphology/swc/1005083233_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,P8S4_200204_359_A01,,morphology_svgs/1005083233_morphology.svg,intraDANDI_explorer-master/data/traces/000630/sub-1005024327/sub-1005024327_ses-1005083132_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000630/sub-1005024327/sub-1005024327_ses-1005083132_icephys.nwb_FI.svg,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1005097706,H20.03.303.11.03.01.04,L1,,,dandi_mapped,000630,sub-1005024327/sub-1005024327_ses-1005097691_icephys.nwb,0a555bf1-fa58-45b3-b7c8-e280e0fe22ca,https://api.dandiarchive.org/api/assets/0a555bf1-fa58-45b3-b7c8-e280e0fe22ca/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1005097706/H20.03.303.11.03.01.04_1041487645_m.swc,69fe_dirlist,data/morphology/swc/1005097706_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,PES4_200204_659_A01,,morphology_svgs/1005097706_morphology.svg,intraDANDI_explorer-master/data/traces/000630/sub-1005024327/sub-1005024327_ses-1005097691_icephys.nwb.svg,intraDANDI_explorer-master/data/traces/000630/sub-1005024327/sub-1005024327_ses-1005097691_icephys.nwb_FI.svg,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1005116394,H20.03.303.11.03.01.06,L1,,,not_in_dandi_map,,,,,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/69/fe/69fe931fee2b2215/1005116394/H20.03.303.11.03.01.06_1039094561_m.swc,69fe_dirlist,data/morphology/swc/1005116394_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,PES4_200204_661_A01,,morphology_svgs/1005116394_morphology.svg,,,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
1009830462,H20.28.006.11.08.01,both,H20.28.006,,dandi_228_lab28,000228,sub-H20-28-006/sub-H20-28-006_obj-phy1fd_icephys.nwb,081a416d-120e-4413-9962-3a5d88e40e40,https://api.dandiarchive.org/api/assets/081a416d-120e-4413-9962-3a5d88e40e40/download/,,human_patchseq_gaba/data/LeeDalley_ephys_fx.csv,https://download.brainimagelibrary.org/group/20230426/swc/1009830462/1009830462_upright.swc,group_20230426,data/morphology/swc/1009830462_upright.swc,human_patchseq_gaba/data/LeeDalley_morpho_features.csv,raw_rdata_only,,,complete_patchseq_data_sets.RData (object: datPatch),morphology_svgs/1009830462_morphology.svg,,,human_patchseq_gaba/data/LeeDalley_manuscript_metadata_v2.csv
1009830894,H20.28.006.11.07.06,L1,H20.28.006,,dandi_228_lab28,000228,sub-H20-28-006/sub-H20-28-006_obj-mpb7lx_icephys.nwb,8cdd003d-bc03-4619-ad66-7a30414d637a,https://api.dandiarchive.org/api/assets/8cdd003d-bc03-4619-ad66-7a30414d637a/download/,,patchseq_human_L1/data/aibs_features_E.csv,https://download.brainimagelibrary.org/49/e6/49e6114ba67eda01/1009830894/1009830894_upright.swc,49e6_upright,data/morphology/swc/1009830894_upright.swc,patchseq_human_L1/data/RawFeatureWide_human+derivatives.csv,in_h5ad_export,data/patchseq/exports/patchseq_l1.h5ad,PGS4_200218_805_A01,,morphology_svgs/1009830894_morphology.svg,,,patchseq_human_L1/data/human_l1_dataset_2023_02_06.csv
